2,3,True,False
0,0,7684,1602343
1,0,1972,225706
11,55,8,553
10,45,10,494
7,21,10,465
2,1,205,22346
8,28,10,727
9,36,7,692
2,0,418,32706
12,66,1,224
6,15,6,1063
3,1,77,5932
4,0,11,474
3,0,57,4037
17,66,0,1
4,3,12,1369
3,3,66,7211
18,76,0,2
17,70,0,3
16,60,0,1
11,45,0,19
15,51,0,2
10,36,3,93
14,46,0,2
15,55,0,1
5,10,13,1884
12,31,0,5
9,22,0,3
8,21,2,55
7,15,3,131
8,16,1,14
10,29,0,4
9,28,3,95
11,37,0,8
10,28,0,13
-1,0,0,0
9,21,1,8
11,36,0,7
12,46,1,1
12,45,0,5
12,55,0,21
13,55,0,1
14,66,0,1
15,67,1,2
14,67,0,0
4,6,26,3785
3,2,5,298
13,66,0,2
4,1,9,1105
5,2,2,208
2,2,0,0
0,1,0,0
-2,0,0,0
1,1,0,0
4,2,10,575
5,1,7,246
6,10,2,177
5,6,3,458
4,4,6,67
5,4,2,210
8,9,0,22
9,12,0,3
10,16,0,14
9,13,0,13
10,12,0,1
9,8,0,2
8,5,0,1
9,5,0,0
8,4,0,1
7,3,0,24
8,6,1,17
7,6,0,51
6,6,2,114
9,16,0,29
10,21,0,10
5,3,7,223
9,18,0,17
2,3,0,0
7,11,1,27
6,7,1,82
7,9,0,50
8,8,0,4
7,5,0,1
11,31,0,1
7,7,1,36
7,10,0,9
8,15,0,9
8,7,0,15
7,4,1,7
6,2,1,45
6,4,2,60
8,13,0,24
8,12,0,55
6,3,2,75
10,20,0,1
5,0,3,64
6,1,2,24
10,24,0,3
11,27,0,1
12,34,0,8
9,15,0,21
8,10,0,15
10,15,0,5
9,10,0,11
10,18,0,15
8,11,0,2
10,10,0,0
11,15,0,1
12,15,0,7
11,10,0,2
9,6,0,3
7,1,0,11
8,3,0,13
11,21,0,0
6,5,0,11
7,8,1,2
5,8,0,9
6,9,0,0
5,7,0,0
9,4,0,1
7,2,1,4
9,3,0,2
5,5,0,11
4,5,1,25
3,4,0,0
1,3,0,0
-1,-1,0,0
0,-1,0,0
6,0,0,2
1,-1,0,0
-3,-2,0,0
1,2,0,0
-2,-1,0,0
6,8,1,14
3,5,0,0
1,4,0,0
0,2,0,0
2,4,0,0
