2,3,4,True,False
0,0,0,14255,2051166
1,0,0,1590,107421
11,55,165,0,12
9,36,84,0,14
2,1,0,92,8417
8,28,56,0,15
7,21,35,1,21
5,10,10,10,332
6,15,20,2,75
3,3,1,38,2076
4,6,4,9,857
5,6,4,1,66
6,10,10,0,17
3,1,0,12,772
4,3,1,8,133
2,0,0,122,5960
9,18,21,0,2
10,24,36,0,1
8,13,11,0,0
7,11,10,0,1
6,7,4,0,4
6,4,1,0,3
5,2,0,1,8
4,1,0,0,32
5,3,1,0,11
5,4,1,1,18
3,0,0,9,260
4,2,0,1,53
6,6,4,0,5
-1,0,0,0,0
7,15,20,0,1
4,0,0,1,12
5,1,0,0,5
6,6,2,0,6
1,1,0,0,0
3,2,0,0,33
2,2,0,0,0
2,3,1,0,0
-2,0,0,0,0
0,1,0,0,0
0,-1,0,0,0
4,4,1,1,1
6,2,0,0,3
7,3,0,0,2
-2,-1,0,0,0
4,5,2,0,2
5,6,2,0,0
2,2,1,0,0
5,5,1,0,3
4,3,0,0,2
1,2,1,0,0
3,2,1,0,0
-1,-1,0,0,0
-3,-2,0,0,0
-1,-2,0,0,0
6,3,0,0,0
5,3,0,0,0
1,-1,0,0,0
0,-2,0,0,0
