2,3,4,True,False
0,0,0,8687,1693524
1,0,0,2092,213654
2,0,0,349,26323
11,55,165,2,137
10,45,120,4,373
12,66,220,0,32
9,36,84,11,526
8,28,56,10,946
7,21,35,21,1146
2,1,0,163,17678
9,28,56,5,96
10,36,84,2,38
3,3,1,47,6240
3,0,0,56,3340
11,45,120,1,34
12,55,165,0,5
6,15,20,11,1057
3,1,0,55,4601
4,3,1,11,853
8,21,35,6,143
5,10,10,16,1961
9,21,35,0,32
10,28,56,1,18
4,6,4,33,3250
4,2,0,5,370
7,15,20,1,118
8,15,20,0,8
5,2,0,0,37
4,1,0,15,884
11,36,84,0,3
13,31,45,0,3
14,38,66,0,2
15,46,94,0,0
16,51,104,0,1
15,43,76,0,0
3,2,0,8,364
13,34,60,0,3
14,42,88,0,0
13,39,85,0,3
14,48,121,0,3
15,51,124,0,1
12,37,84,0,2
11,29,56,0,1
10,22,35,0,1
11,24,36,0,6
10,18,21,1,3
9,16,20,0,5
8,11,10,0,16
1,1,0,0,0
9,13,11,0,10
0,1,0,0,0
-2,0,0,0,0
6,10,10,3,187
13,66,220,0,1
11,37,84,0,2
10,29,56,0,5
9,22,35,0,19
4,3,0,1,31
4,0,0,9,339
5,1,0,7,148
12,39,85,0,1
11,31,57,0,2
9,18,21,0,13
6,1,0,0,32
-1,0,0,0,0
8,12,8,0,28
5,6,4,5,338
9,16,14,0,17
10,16,14,0,1
7,9,5,1,42
8,13,11,0,45
7,11,10,0,23
6,7,4,1,80
7,10,10,0,30
6,3,1,0,62
8,16,20,1,18
6,6,4,2,40
8,10,10,0,10
7,6,4,0,13
5,0,0,1,27
5,3,1,1,107
6,6,2,1,39
6,0,0,0,4
5,4,1,0,112
2,2,0,0,0
6,4,1,0,22
8,9,5,1,8
7,7,4,0,0
7,4,1,0,0
8,6,4,0,3
7,3,1,0,3
11,25,30,0,1
9,15,20,0,2
10,21,24,0,1
7,6,2,0,2
4,10,10,0,0
3,6,4,0,0
4,4,1,0,12
5,7,4,0,6
2,3,1,0,0
5,3,0,0,18
2,2,1,0,0
-2,-1,0,0,0
6,7,2,0,8
5,5,1,0,6
7,10,5,1,3
8,10,5,0,0
7,8,4,0,0
9,9,4,0,0
6,9,5,1,1
1,-1,0,0,0
8,12,6,0,1
7,11,6,1,0
8,11,6,0,0
5,8,5,0,0
9,10,5,0,0
5,5,2,0,16
4,5,2,0,10
6,5,1,0,5
6,3,0,0,0
6,6,1,0,0
5,4,0,0,3
1,2,1,0,0
6,2,0,0,0
0,-1,0,0,0
-1,-1,0,0,0
3,2,1,0,0
1,0,1,0,0
2,1,1,0,0
6,4,0,0,0
-2,0,1,0,0
0,1,1,0,0
5,6,2,0,5
7,7,1,0,0
0,0,1,0,0
1,1,1,0,0
