2,3,4,True,False
0,0,0,13195,1994170
1,0,0,1725,131346
10,45,120,0,13
9,36,84,0,28
2,1,0,146,9841
8,28,56,1,85
9,28,56,0,4
6,15,20,5,275
7,15,20,0,17
5,10,10,16,746
6,10,10,1,43
3,3,1,37,2703
4,3,1,5,217
4,6,4,21,996
5,6,4,1,77
7,21,35,4,62
2,0,0,169,8337
3,1,0,21,1034
3,0,0,15,490
7,9,5,0,6
6,7,4,0,15
5,4,1,1,27
4,2,0,1,68
6,6,2,0,8
4,1,0,1,98
8,13,11,0,2
9,18,21,0,0
-1,0,0,0,0
7,11,10,2,5
5,2,0,1,6
-2,0,0,0,0
5,3,1,0,17
6,6,4,0,4
1,1,0,0,0
8,21,35,0,1
0,1,0,0,0
4,0,0,0,27
6,4,1,0,4
3,2,0,1,69
4,4,1,1,6
5,0,0,0,1
5,1,0,0,17
6,2,0,0,2
7,10,10,0,0
8,11,10,0,1
2,2,0,0,0
6,1,0,0,2
6,3,1,0,4
7,7,4,0,1
2,3,1,0,0
4,3,0,0,6
5,5,1,0,6
6,7,2,0,1
5,6,2,1,1
7,7,2,0,0
5,5,2,0,0
7,3,0,0,1
-2,-1,0,0,0
-1,-1,0,0,0
1,2,1,0,0
3,4,1,0,0
4,5,2,0,1
2,2,1,0,0
0,-1,0,0,0
-1,1,0,0,0
1,2,0,0,0
1,1,1,0,0
-1,-2,0,0,0
