2,3,4,True,False
0,0,0,14012,2034572
1,0,0,1579,115662
10,45,120,0,13
9,36,84,0,14
7,21,35,1,45
6,15,20,12,384
2,1,0,144,9154
5,10,10,10,457
6,10,10,2,10
2,0,0,123,6159
7,15,20,2,18
4,6,4,15,756
3,3,1,31,2728
3,1,0,14,868
5,6,4,1,50
3,0,0,12,313
9,16,14,0,1
7,11,10,0,3
8,13,11,0,1
4,3,1,5,226
7,9,5,0,4
6,7,4,1,8
5,4,1,1,26
4,2,0,0,47
4,1,0,3,80
-1,0,0,0,0
5,3,1,0,18
8,12,8,0,0
6,6,2,0,13
6,6,4,0,3
7,10,10,0,0
8,15,20,0,1
8,21,35,0,3
8,28,56,0,28
9,28,56,0,2
-2,0,0,0,0
5,1,0,0,7
3,2,0,0,46
5,2,0,0,2
4,0,0,0,26
1,1,0,0,0
5,0,0,0,1
0,1,0,0,0
6,4,1,0,2
7,7,4,0,1
6,3,1,0,3
7,3,1,0,1
3,6,4,0,0
4,4,1,0,5
2,3,1,0,0
4,3,0,1,5
2,2,0,0,0
-2,-1,0,0,0
3,3,0,0,0
0,-1,0,0,0
1,-1,0,0,0
2,2,1,0,0
6,2,0,0,0
3,2,1,0,0
-1,-1,0,0,0
1,2,1,0,0
