2,3,True,False
0,0,51866,13080229
1,0,32767,3950648
2,1,7098,667896
3,3,2420,200765
4,6,1019,84850
5,10,503,57662
7,21,147,23194
4,3,1821,117048
6,15,255,38238
3,1,5610,415203
7,15,177,14573
6,11,80,2767
2,0,12982,1167962
2,7,0,0
1,7,0,0
4,10,0,0
8,28,107,14115
5,9,18,595
6,9,81,2861
8,22,26,670
4,9,0,0
7,11,152,6948
7,16,22,1141
8,16,87,4104
6,10,341,23759
3,9,0,0
6,12,22,957
5,13,0,0
7,17,13,515
-2,-1,0,0
-1,-1,0,0
8,18,21,761
-1,0,0,0
5,8,55,1829
3,8,0,0
5,6,745,45970
3,5,0,0
1,2,0,0
-2,-2,0,0
-1,-2,0,0
5,14,0,0
2,3,0,0
4,8,0,0
3,4,0,0
5,4,659,35422
4,2,1031,60322
2,2,0,0
3,2,399,22846
5,12,0,0
6,7,295,13994
4,7,0,0
5,7,136,5504
9,17,31,908
4,4,281,13853
14,91,48,8882
7,9,130,5857
1,1,0,0
7,13,57,1604
-2,0,0,0
7,8,113,3514
6,8,81,2646
8,15,93,6208
11,55,52,10150
3,6,0,0
6,6,512,26275
4,5,57,2753
10,45,58,10619
9,36,82,13966
11,50,2,10
8,24,3,180
7,18,10,221
6,5,161,6850
1,3,0,0
6,13,18,489
9,32,0,64
-4,-1,0,0
-3,-1,0,0
8,21,100,8298
8,23,10,208
2,6,0,0
4,11,0,0
7,14,16,402
10,17,32,1086
11,17,39,1097
9,26,5,190
11,41,2,48
84,3486,1,106
7,10,200,11206
10,41,1,12
86,3487,0,1
77,2776,0,0
4,1,3106,197923
6,35,0,0
-5,-2,0,0
75,2775,1,109
83,2803,1,0
78,2778,1,0
82,2792,0,1
10,25,10,395
9,20,17,510
76,2775,0,3
81,2786,0,1
81,2787,0,0
9,30,5,160
10,32,3,77
3,0,4853,359512
9,31,3,51
78,2567,0,0
79,2567,0,0
8,9,125,4976
78,2563,0,0
10,21,63,2106
10,23,19,460
72,2556,2,111
5,5,129,4783
73,2556,0,4
74,2559,0,1
77,2562,0,1
78,2568,0,1
0,1,0,0
1,-1,0,0
10,31,5,183
7,12,52,1594
6,4,626,29343
9,28,53,5139
12,35,8,86
9,19,12,486
66,1836,0,0
61,1830,1,118
8,12,66,2630
7,7,302,12726
62,1830,0,5
63,1833,0,1
63,1835,0,3
65,1833,0,1
62,1831,0,1
67,1842,0,1
10,24,17,848
55,1383,0,0
57,1384,0,0
11,28,20,885
7,4,393,17662
5,3,990,59654
4,18,0,0
12,29,14,586
54,1379,0,2
14,44,0,42
0,-1,0,0
55,1381,0,0
8,17,30,683
9,18,30,1618
53,1378,6,158
54,1378,1,25
59,1390,0,1
60,1395,0,0
57,1381,0,1
61,1398,0,0
50,1225,2,235
13,44,4,61
51,1225,1,21
6,21,0,0
58,1245,0,0
52,1226,1,5
57,1243,0,1
56,1238,0,0
0,3,0,0
51,1226,0,3
53,1228,0,1
54,1228,0,1
55,1240,0,1
55,1235,0,0
9,22,31,2007
12,36,17,753
8,7,209,8523
11,23,25,587
11,35,5,95
50,1177,0,2
10,28,44,2029
50,1176,1,47
54,1186,0,2
53,1179,0,1
49,1176,6,389
55,1188,0,1
9,24,12,481
5,1,1434,83099
51,1177,1,12
52,1179,1,3
54,1182,0,1
52,1182,0,2
51,1179,0,3
54,1191,0,1
56,1193,0,0
45,946,5,113
45,947,0,3
11,19,28,761
10,14,49,1334
9,27,2,75
11,30,9,294
9,23,7,318
46,947,1,19
47,952,0,1
49,952,0,0
2,5,0,0
4,0,1784,110210
8,19,10,315
44,946,5,570
51,963,0,1
52,966,0,0
8,20,12,292
47,949,0,11
53,967,0,1
50,956,0,1
46,949,0,3
49,961,0,1
51,961,0,0
54,1011,0,0
8,11,134,5721
11,14,26,1177
47,993,0,1
45,990,3,239
46,990,1,19
12,15,26,715
9,12,87,2705
2,4,0,0
47,991,1,6
48,993,0,3
53,1006,0,1
51,1000,0,1
47,990,0,3
50,1005,0,1
52,1005,0,1
39,741,17,829
40,741,2,125
10,20,27,790
11,21,27,1118
6,1,638,32412
11,13,37,1327
9,11,100,3718
7,5,192,7891
9,6,107,4121
41,744,1,8
41,742,0,27
44,756,1,0
41,741,1,21
8,13,96,2999
10,13,46,1924
46,756,0,1
42,744,0,11
44,743,0,2
47,757,0,2
45,751,0,3
42,747,0,1
45,752,0,2
8,10,135,5728
6,16,0,0
5,11,0,0
46,753,0,0
45,750,0,2
43,743,0,3
40,742,0,4
44,747,0,2
43,675,0,0
39,666,0,31
38,666,5,153
43,676,0,1
40,669,0,17
10,6,67,2251
37,666,19,1104
39,669,0,5
44,679,0,1
5,2,955,49889
42,668,0,2
9,7,139,5286
41,668,0,3
41,672,0,6
40,667,0,16
38,667,0,19
41,667,0,1
41,676,0,6
42,676,0,9
42,672,0,4
39,667,3,36
40,605,0,2
36,595,5,137
37,596,2,43
35,595,17,866
8,5,148,6622
9,5,98,4196
8,4,205,9476
9,4,122,4786
37,598,0,7
7,6,268,13928
39,596,0,4
39,601,1,12
39,605,0,2
40,601,1,3
38,601,0,2
6,2,591,30009
7,2,353,15216
