2,3,True,False
0,0,10790,1850630
1,0,2069,176155
11,55,0,36
8,28,8,311
9,36,1,102
2,0,276,16975
7,21,6,448
5,10,28,1664
6,10,5,179
4,6,28,2670
2,1,161,13546
5,6,3,229
6,15,17,1094
7,15,2,114
8,21,1,40
3,0,38,1462
3,1,37,2347
3,3,61,4748
4,3,9,588
8,13,0,4
9,16,0,1
7,9,0,15
6,7,3,34
7,11,1,10
8,16,0,9
9,18,0,1
-1,0,0,0
4,1,9,280
5,2,1,7
6,6,0,66
5,3,1,41
3,2,5,114
7,10,0,19
8,15,0,10
1,1,0,0
9,28,0,23
5,1,0,45
10,36,1,5
5,4,1,97
7,7,1,5
4,0,6,153
4,2,2,159
4,4,0,9
10,18,0,1
11,24,0,2
10,22,0,1
9,21,0,4
11,36,0,3
10,28,0,0
9,22,0,2
2,3,0,0
6,3,0,8
7,6,0,1
6,1,1,2
0,1,0,0
5,0,0,4
8,6,0,1
7,3,0,2
8,3,0,0
9,3,0,2
8,9,0,1
8,11,0,2
6,4,0,6
3,5,0,0
1,-1,0,0
2,2,0,0
5,7,0,2
4,5,0,6
0,-1,0,0
-2,0,0,0
-2,-1,0,0
-1,-1,0,0
7,5,0,0
3,4,0,0
-4,-2,0,0
-5,-2,0,0
-1,1,0,0
-2,1,0,0
-3,0,0,0
6,2,0,0
-1,-2,0,0
5,5,0,0
