2,3,True,False
0,0,14417,2058295
1,0,1522,106608
11,55,0,12
8,28,1,29
6,15,4,107
2,1,99,7275
4,6,16,720
3,3,31,1816
4,3,2,148
5,6,2,39
5,10,5,197
2,0,112,5132
6,10,0,17
7,9,0,2
6,6,0,7
6,4,0,1
5,3,0,5
6,7,0,3
7,11,0,0
4,1,1,41
3,1,11,627
5,4,2,23
4,2,1,48
-1,0,0,0
3,0,9,199
1,1,0,0
-2,0,0,0
7,15,0,4
0,1,0,0
3,2,1,16
5,2,0,4
4,0,0,6
5,1,0,2
7,21,0,1
4,4,1,8
3,4,0,0
2,2,0,0
5,7,0,0
-1,-1,0,0
7,5,0,0
5,5,0,1
0,-1,0,0
5,8,0,1
6,8,0,0
2,3,0,0
1,3,0,0
4,5,1,2
2,4,0,0
-1,1,0,0
-2,1,0,0
0,2,0,0
1,2,0,0
-2,-1,0,0
6,2,0,1
6,3,0,0
-4,-2,0,0
-3,-2,0,0
1,-1,0,0
0,-2,0,0
