2,3,True,False
0,0,118826,18858400
1,0,37531,2724169
2,1,5426,324752
4,6,682,49490
3,3,1513,97062
2,0,8980,439485
-1,0,0,0
1,1,0,0
5,10,463,33776
3,1,2555,104952
5,6,295,11809
2,3,0,0
6,10,176,6609
4,3,681,25929
6,15,312,21610
4,2,358,10509
5,7,39,1007
4,4,120,3276
3,4,0,0
3,6,0,0
1,-1,0,0
5,4,171,5039
4,1,871,28370
4,5,38,909
2,2,0,0
3,2,260,7242
0,1,0,0
6,9,27,425
5,8,17,550
7,21,226,13768
-1,-3,0,0
1,2,0,0
4,14,0,0
3,5,0,0
0,2,0,0
8,13,13,415
7,15,108,4029
6,13,11,168
11,55,55,3057
9,36,109,6129
6,7,70,2068
1,3,0,0
-3,-3,0,0
16,70,0,8
12,55,8,401
7,16,20,199
7,11,42,1216
1,5,0,0
2,5,0,0
3,0,2042,76874
-2,-1,0,0
-5,-10,0,0
-3,-7,0,0
0,-1,0,0
12,39,5,44
14,41,0,4
0,-2,0,0
13,39,3,18
-2,0,0,0
12,38,1,21
7,8,16,272
-4,-2,0,0
-1,1,0,0
2,4,0,0
-1,2,0,0
-4,-1,0,0
-3,-1,0,0
81,3240,1,108
82,3240,0,1
84,3243,0,1
9,9,4,115
6,6,122,3416
6,4,86,2191
-1,-1,0,0
7,4,42,754
49,1128,0,2
50,1128,0,1
5,3,234,7082
5,15,0,0
51,1131,1,0
48,1128,2,137
5,5,29,817
50,1129,0,1
27,300,0,0
25,300,2,156
8,7,15,381
26,300,0,8
10,7,2,40
9,7,3,125
23,297,0,0
11,8,0,20
8,5,14,169
5,2,181,4896
27,301,0,0
24,300,0,0
7,2,29,498
34,322,0,1
6,2,66,1633
33,321,0,0
32,321,0,1
14,91,10,530
15,91,1,75
21,112,0,2
22,112,0,1
19,97,0,1
18,97,0,2
13,66,11,241
12,66,40,1929
11,66,0,0
17,72,0,1
16,72,1,11
16,69,0,3
6,11,25,510
14,67,0,37
15,72,0,2
15,69,0,14
14,69,0,7
7,17,4,147
18,136,2,31
7,10,63,1503
17,136,9,465
2,6,0,0
4,7,0,0
9,20,2,46
3,7,0,0
16,136,0,0
7,13,10,193
21,139,0,0
20,139,0,7
19,136,1,4
19,137,0,5
20,142,0,0
19,139,0,3
15,105,14,895
8,9,11,281
16,105,3,89
10,9,2,41
8,16,24,680
18,108,0,5
17,108,0,1
9,16,25,501
17,105,0,7
7,9,25,747
17,106,1,12
16,106,0,3
10,36,28,909
10,37,1,48
11,37,8,150
8,21,78,2327
8,36,0,0
11,39,3,15
13,42,2,25
11,36,3,177
10,45,63,3964
11,45,15,609
12,45,4,106
9,45,0,0
12,46,1,96
14,48,2,17
14,49,1,19
8,28,196,12119
13,46,1,34
2,9,0,0
4,10,0,0
11,46,0,30
3,9,0,0
12,48,0,21
9,21,19,514
6,21,0,0
8,23,2,50
10,22,8,168
9,29,3,106
9,22,13,403
6,3,80,2111
13,56,3,57
14,58,0,37
13,55,3,61
14,56,1,25
8,24,2,37
7,24,0,0
10,27,4,44
10,55,0,0
16,92,1,11
13,91,0,0
17,92,0,4
16,96,0,1
15,96,0,0
13,90,0,0
17,94,0,1
10,54,0,0
12,56,0,16
15,61,0,8
-3,0,0,0
19,111,0,1
5,13,0,0
14,105,0,0
10,21,16,234
-2,-2,0,0
4,11,0,0
16,59,0,4
15,57,0,6
17,65,0,2
8,14,8,78
9,15,12,196
7,14,2,93
11,15,0,20
8,15,30,863
10,16,5,140
13,16,0,3
11,13,2,16
7,3,39,648
16,65,0,5
-4,-3,0,0
8,2,6,128
8,12,11,323
6,1,68,1508
5,1,287,6927
15,55,1,22
