2,3,4,True,False
0,0,0,6359,1465935
1,0,0,1874,247505
11,55,165,12,633
10,45,120,17,1061
9,36,84,10,1046
8,28,56,10,1144
9,28,56,2,91
7,21,35,20,1562
8,21,35,0,153
10,36,84,1,129
11,45,120,2,97
2,1,0,170,24019
12,55,165,0,69
2,0,0,414,38269
6,15,20,12,1669
3,1,0,69,6942
3,0,0,80,6639
3,3,1,40,4755
4,3,1,20,1366
5,10,10,12,2311
4,6,4,26,3963
12,66,220,1,442
13,46,120,1,0
13,66,220,1,48
14,78,286,2,13
13,78,286,2,170
14,91,364,0,115
4,1,0,30,1861
4,3,0,2,18
6,3,0,1,31
4,2,0,10,871
5,3,1,6,261
15,78,286,0,3
14,66,220,0,14
6,4,1,0,39
5,2,0,2,222
13,55,165,0,18
15,91,364,0,2
7,2,0,1,38
6,1,0,3,95
5,1,0,10,423
4,0,0,15,922
3,2,0,1,223
12,45,120,0,31
10,10,5,1,11
11,10,5,0,3
9,9,5,0,1
5,6,4,5,559
10,9,5,0,3
9,10,5,0,0
5,4,1,2,203
11,36,84,0,8
6,3,1,2,108
10,7,2,0,2
9,5,1,0,1
10,8,4,0,0
1,1,0,0,0
9,7,4,0,1
-1,0,0,0,0
10,28,56,1,32
6,10,10,0,143
8,15,20,0,27
10,21,24,0,1
11,27,39,1,8
9,21,35,0,40
0,1,0,0,0
10,24,36,0,6
11,9,5,0,19
10,6,2,0,3
9,6,2,1,3
8,4,1,0,21
8,6,4,0,1
7,3,1,0,18
7,4,1,1,30
7,9,5,0,55
8,13,11,0,23
9,16,14,0,6
8,12,8,1,20
6,7,4,2,103
6,0,0,0,9
7,11,10,0,72
5,0,0,1,128
6,6,2,0,25
9,4,1,0,4
6,6,4,3,173
6,2,0,2,27
7,15,20,5,140
7,10,10,1,78
7,1,0,1,21
13,36,84,0,10
12,28,56,0,3
11,21,35,0,9
12,21,35,0,3
10,15,20,0,10
11,28,56,0,6
10,21,35,1,17
8,16,20,0,13
9,15,20,0,20
13,28,56,0,2
13,21,35,0,2
12,31,45,0,3
12,34,60,0,4
11,31,57,0,1
13,38,66,0,4
11,25,30,0,2
7,6,4,0,26
8,10,10,0,20
7,7,4,0,22
9,16,20,0,3
10,22,35,0,6
9,22,35,0,13
10,29,56,0,2
3,6,4,0,0
8,11,10,1,19
9,13,11,0,3
10,13,8,0,4
11,17,14,0,11
12,21,20,0,0
12,22,24,1,3
8,7,4,0,8
5,3,0,0,89
4,10,10,0,0
4,4,1,7,96
2,3,1,0,0
8,9,5,1,1
2,2,0,0,0
6,5,1,1,55
7,5,1,0,1
7,3,0,0,1
5,5,1,0,33
5,5,2,0,6
6,8,4,1,1
5,8,4,0,0
1,2,0,0,0
8,6,2,0,0
2,2,1,0,0
3,4,1,0,0
-2,0,0,0,0
5,7,4,0,16
1,3,1,0,0
6,5,2,0,1
8,8,2,0,15
7,7,2,1,3
9,7,2,0,0
8,7,2,0,0
5,9,10,0,0
8,3,0,0,5
9,3,0,0,0
8,2,0,0,23
5,2,1,0,0
2,-1,0,0,0
8,1,0,0,4
7,6,1,0,2
6,4,0,0,3
1,2,1,0,0
-1,1,1,0,0
4,5,2,0,6
5,6,2,0,6
6,8,3,0,9
5,7,3,0,0
7,9,3,0,0
6,7,2,0,0
0,-1,0,0,0
