2,3,4,True,False
0,0,0,6307,1466865
1,0,0,1823,247437
11,55,165,5,553
10,45,120,10,939
11,45,120,2,103
2,1,0,147,23150
9,36,84,8,1131
10,36,84,4,136
8,28,56,16,1242
9,28,56,2,156
12,66,220,8,559
13,66,220,2,38
12,55,165,3,49
13,78,286,3,407
2,0,0,399,38927
14,91,364,1,67
14,78,286,2,13
5,10,10,17,2017
7,21,35,12,1388
4,0,0,13,1182
3,3,1,49,6100
3,0,0,67,6142
4,3,1,17,1290
3,1,0,81,7859
8,21,35,1,173
1,1,0,0,0
-1,0,0,0,0
4,2,0,6,607
5,2,0,4,281
4,1,0,23,1883
6,15,20,13,1582
4,6,4,23,3203
13,42,88,0,13
14,46,94,0,4
16,57,119,0,3
17,66,155,1,0
5,3,1,4,238
5,3,0,1,33
4,3,0,2,39
2,2,0,0,0
0,1,0,0,0
17,70,185,0,2
18,81,240,0,1
19,93,306,0,2
18,88,296,0,0
19,101,374,0,3
18,97,368,0,1
17,84,290,0,2
16,72,224,1,6
15,61,169,0,3
14,58,166,0,8
15,69,221,0,8
16,81,287,0,1
14,66,220,0,4
13,48,121,0,14
12,46,120,0,9
12,45,120,2,33
11,37,84,0,8
11,36,84,0,29
6,2,0,2,47
15,58,166,1,2
14,48,121,1,9
5,6,4,6,491
12,39,85,0,9
14,51,124,0,12
6,10,10,4,320
3,2,0,2,263
4,4,1,3,103
10,24,36,0,6
11,24,36,0,4
9,21,35,2,15
10,18,21,0,8
7,15,20,3,158
8,15,20,0,12
9,13,11,0,7
7,10,10,1,73
12,27,39,0,28
5,4,1,4,345
11,21,24,1,19
14,42,88,0,9
13,34,60,0,12
12,34,60,0,21
10,28,56,0,21
6,4,1,0,45
11,31,57,1,0
8,13,11,1,11
10,11,10,0,4
9,16,14,0,5
9,11,10,0,4
10,16,20,0,1
5,1,0,8,332
6,0,0,1,34
11,16,20,0,12
12,16,20,0,3
5,0,0,3,179
9,7,4,0,2
13,55,165,0,4
8,6,4,1,4
7,3,1,0,50
9,6,4,0,0
6,7,4,1,49
7,6,4,0,28
6,1,0,1,69
7,11,10,1,60
11,28,56,0,4
6,6,4,2,89
6,3,1,0,89
9,8,4,0,2
8,5,1,0,7
13,56,165,0,5
7,5,1,0,7
9,5,1,0,21
15,55,130,0,2
16,55,130,0,4
15,46,94,0,2
8,3,0,0,9
17,60,140,0,0
16,51,104,0,5
15,43,76,0,3
14,38,66,0,3
10,8,4,0,5
8,4,1,0,8
12,31,57,0,1
7,2,0,1,23
15,51,124,0,3
16,61,169,0,1
2,3,1,0,0
11,27,39,0,1
10,21,24,1,0
8,10,10,1,18
8,11,10,0,28
9,16,20,0,7
8,9,5,0,9
9,12,8,0,9
10,16,14,0,3
11,20,20,1,3
10,22,35,0,12
9,22,35,0,24
8,16,20,0,25
11,29,56,0,3
7,7,4,2,17
8,12,8,0,9
7,9,5,0,19
8,7,4,0,4
6,11,10,0,0
6,6,2,0,42
12,25,30,0,4
10,20,20,0,0
13,25,30,0,0
13,30,40,1,2
12,30,40,0,0
11,30,40,0,0
9,21,24,0,0
9,18,21,0,1
7,6,2,0,7
-2,0,0,0,0
5,5,1,1,22
6,3,0,0,0
6,7,2,1,18
5,6,2,0,17
1,2,1,0,0
4,5,2,0,37
5,7,3,0,2
6,8,3,0,0
3,4,1,0,0
5,5,2,1,25
9,15,20,0,6
8,7,2,0,0
6,5,1,1,14
6,9,4,1,4
10,11,4,0,0
7,8,3,0,0
2,2,1,0,0
7,9,3,0,0
6,8,4,0,3
5,7,4,0,3
3,5,4,0,0
0,-1,0,0,0
1,1,1,0,0
7,3,0,0,0
6,8,5,0,5
2,1,1,0,0
3,3,2,0,0
4,4,2,0,0
6,7,3,0,1
3,2,1,0,0
0,2,1,0,0
-1,1,1,0,0
-4,-2,0,0,0
-1,-2,0,0,0
0,-2,0,0,0
1,-1,0,0,0
