2,3,4,True,False
0,0,0,10784,1850527
1,0,0,2055,176841
11,55,165,0,36
9,36,84,1,51
8,28,56,3,153
6,15,20,15,655
2,1,0,171,15732
7,21,35,4,382
5,10,10,22,1518
4,6,4,27,2542
5,6,4,7,264
6,10,10,4,132
7,15,20,1,39
2,0,0,273,16234
8,21,35,0,21
3,3,1,49,4540
3,0,0,33,1410
10,20,20,0,2
9,16,14,0,6
8,12,8,0,5
7,9,5,0,45
5,4,1,1,109
8,13,11,0,14
4,2,0,2,198
3,1,0,39,2437
5,2,0,0,35
9,18,21,0,9
4,1,0,6,298
10,24,36,0,1
11,31,57,0,1
10,29,56,0,2
9,28,56,0,3
4,3,1,9,542
9,22,35,0,12
8,16,20,0,10
7,11,10,2,18
6,7,4,1,51
1,1,0,0,0
7,10,10,1,13
-1,0,0,0,0
8,15,20,0,3
9,21,35,0,1
8,11,10,0,1
6,6,4,0,17
6,6,2,1,30
5,3,1,4,84
3,2,0,1,155
10,21,24,0,0
4,0,0,6,134
5,1,0,1,42
6,2,0,0,1
7,7,4,0,4
8,9,5,0,9
-2,0,0,0,0
6,4,1,0,10
2,3,1,0,0
7,3,0,0,0
7,4,1,1,0
9,16,20,0,1
5,0,0,1,1
9,13,11,0,2
10,16,14,0,2
9,12,8,0,6
7,6,2,0,1
6,1,0,0,11
7,1,0,0,8
6,0,0,0,3
8,3,1,0,1
7,3,1,0,2
6,3,1,0,4
4,4,1,1,37
0,1,0,0,0
4,9,10,0,0
2,2,1,0,0
5,5,1,1,18
2,2,0,0,0
4,3,0,2,11
2,-1,0,0,0
-2,-1,0,0,0
6,7,2,0,5
3,6,4,0,0
-3,-1,0,0,0
-4,-1,0,0,0
0,-1,0,0,0
-3,0,0,0,0
6,4,0,0,7
5,3,0,0,1
3,2,1,0,0
1,-1,0,0,0
5,7,4,0,0
3,5,4,0,0
5,6,2,0,5
4,5,2,0,1
-1,-1,0,0,0
6,5,1,0,0
1,2,1,0,0
