2,3,4,True,False
0,0,0,16567,2163002
1,0,0,937,57530
10,45,120,0,13
6,10,10,0,2
5,10,10,2,26
2,1,0,50,2827
4,6,4,2,105
3,3,1,14,683
3,1,0,3,152
2,0,0,39,1594
6,15,20,0,9
5,4,1,0,1
7,11,10,0,1
4,3,1,1,28
-1,0,0,0,0
3,0,0,1,34
4,1,0,0,4
4,2,0,0,6
5,3,1,0,0
5,6,4,0,5
6,6,4,0,0
-2,0,0,0,0
4,0,0,0,1
5,1,0,0,2
3,2,0,0,2
1,1,0,0,0
0,1,0,0,0
-2,-1,0,0,0
1,2,1,0,0
2,3,1,0,0
0,2,1,0,0
-3,-1,0,0,0
-1,-1,0,0,0
5,2,0,0,0
0,-1,0,0,0
6,4,1,0,0
2,2,1,0,0
5,5,1,0,0
4,4,1,0,0
5,3,0,0,0
-4,-2,0,0,0
1,-1,0,0,0
4,3,0,0,0
-3,-2,0,0,0
