2,3,True,False
0,0,7718,1606298
1,0,1967,228021
11,55,4,264
8,28,7,762
9,36,14,902
9,28,0,83
10,36,4,99
2,0,372,31695
10,45,5,579
11,45,0,67
2,1,164,18608
7,21,13,1475
8,21,1,110
12,66,1,69
12,55,2,26
6,15,21,1781
3,3,53,6451
12,45,1,7
4,3,13,1039
11,36,2,13
13,66,0,4
3,1,58,5402
6,4,0,42
5,2,4,88
4,1,19,1126
5,10,16,2453
4,6,25,3210
5,3,0,137
14,58,0,1
13,48,0,0
3,0,69,4636
14,51,0,3
16,60,0,1
15,51,0,6
14,43,1,0
10,28,0,13
4,2,9,442
3,2,8,334
1,1,0,0
13,38,0,7
12,31,0,13
14,46,0,1
13,42,0,1
15,61,0,3
16,72,0,0
15,69,0,3
13,78,1,28
16,81,0,1
17,94,1,2
14,91,0,51
15,105,0,32
12,39,0,3
11,31,0,2
12,34,0,1
11,27,0,4
10,21,0,21
8,15,0,35
9,21,1,29
7,10,2,46
9,16,0,29
6,10,6,318
11,25,0,4
7,15,3,158
5,4,1,181
11,21,0,7
10,16,1,17
11,20,0,6
2,2,0,0
9,22,0,5
8,16,0,11
5,6,7,387
10,20,0,15
9,12,0,2
7,9,0,43
6,6,2,87
8,9,1,18
7,7,1,29
8,11,0,3
8,3,0,1
7,2,0,17
6,1,0,49
10,18,0,12
4,0,8,538
8,4,0,1
9,5,1,0
6,2,0,19
11,24,0,4
11,29,0,3
-1,0,0,0
10,22,0,1
6,7,0,71
6,3,2,65
7,3,1,24
5,1,4,294
7,1,0,6
6,0,0,4
5,0,1,72
8,12,0,2
8,13,0,11
9,15,0,23
8,10,0,16
9,18,0,2
7,11,1,20
12,30,0,5
13,36,0,0
10,15,0,4
9,10,0,1
9,13,0,9
12,25,0,1
7,6,0,20
12,27,0,4
13,31,0,5
14,38,0,3
15,43,0,2
14,36,0,0
8,7,0,6
8,6,0,9
7,4,0,13
8,5,0,0
7,5,0,4
8,8,0,1
6,5,1,4
4,4,3,80
2,3,0,0
3,4,0,0
-2,-1,0,0
5,5,0,9
6,9,0,3
1,2,0,0
9,11,0,3
3,6,0,0
3,5,0,0
1,-1,0,0
0,-2,0,0
5,7,0,7
6,8,0,0
4,5,0,7
0,-1,0,0
6,12,0,3
7,12,0,6
