2,3,4,True,False
0,0,0,10213,1811384
1,0,0,2019,184556
11,55,165,0,24
10,45,120,1,124
2,1,0,164,15989
9,36,84,3,331
8,28,56,9,408
2,0,0,313,19125
7,21,35,7,438
9,28,56,3,24
11,45,120,0,5
8,21,35,1,39
6,15,20,6,481
7,15,20,1,49
5,6,4,3,380
4,6,4,31,3191
3,3,1,61,5531
5,10,10,14,1580
6,10,10,1,145
4,3,1,9,636
9,18,21,0,3
10,21,24,0,1
9,16,14,0,19
10,20,20,0,4
11,25,30,0,1
3,1,0,48,2868
11,27,39,0,1
8,12,8,0,4
7,9,5,1,51
3,0,0,41,2003
6,6,2,0,29
5,4,1,0,106
8,13,11,0,22
6,6,4,1,33
6,7,4,0,39
7,10,10,1,20
7,11,10,1,11
4,1,0,10,381
9,21,35,1,4
8,15,20,0,5
1,1,0,0,0
8,16,20,0,2
10,24,36,0,0
9,22,35,1,0
10,36,84,0,16
4,0,0,4,187
5,1,0,2,40
6,2,0,0,0
4,2,0,4,281
5,2,0,1,60
6,4,1,0,14
5,3,1,3,75
5,3,0,1,11
-2,0,0,0,0
-1,0,0,0,0
5,0,0,1,26
2,3,1,0,0
10,16,14,0,2
9,13,11,0,4
8,9,5,0,9
7,7,4,0,16
7,6,2,0,0
9,11,10,0,7
8,7,4,0,2
10,16,20,0,0
9,16,20,0,0
10,17,20,1,0
10,12,10,0,1
9,8,4,0,5
8,8,4,0,5
8,11,10,0,9
7,4,1,0,1
6,1,0,0,3
3,2,0,5,212
6,0,0,0,3
9,12,8,0,2
6,3,1,0,4
8,10,10,0,6
9,10,10,0,1
10,10,10,0,1
8,6,4,0,3
7,3,1,0,2
7,6,4,0,5
0,1,0,0,0
10,13,11,0,1
3,6,4,0,0
6,3,0,0,3
4,4,1,2,36
5,5,1,0,7
4,3,0,1,19
5,6,2,1,5
4,5,2,0,49
-2,-1,0,0,0
1,-1,0,0,0
7,5,1,0,0
5,5,2,0,2
6,8,4,1,0
4,7,4,0,0
5,7,4,0,0
7,8,4,0,0
6,10,6,0,1
7,10,6,0,0
7,11,6,0,0
6,9,5,0,0
4,6,2,0,0
3,4,1,0,0
6,7,2,0,0
7,7,2,0,0
5,8,5,0,1
7,2,0,0,1
1,3,1,0,0
1,2,1,0,0
0,-1,0,0,0
2,2,1,0,0
8,5,1,0,0
3,5,4,0,0
6,5,1,0,0
-1,-2,0,0,0
3,3,0,0,0
2,2,0,0,0
6,4,0,0,0
7,4,0,0,0
-3,0,0,0,0
-2,-3,0,0,0
1,1,1,0,0
3,4,2,0,0
6,6,1,0,0
