2,3,4,True,False
0,0,0,12589,1961081
1,0,0,1825,141968
10,45,120,0,26
9,36,84,1,41
8,28,56,2,86
2,1,0,157,10757
7,21,35,6,188
8,21,35,0,14
9,28,56,0,2
7,15,20,2,20
6,15,20,8,382
5,10,10,24,983
6,10,10,1,69
5,6,4,3,140
4,6,4,16,1610
3,3,1,36,3038
4,3,1,10,371
2,0,0,206,10465
3,1,0,25,1446
3,0,0,29,706
8,16,20,0,5
7,11,10,0,7
5,4,1,1,53
6,6,2,0,6
7,9,5,0,5
6,7,4,1,15
8,12,8,0,1
9,16,14,0,0
8,13,11,0,2
9,18,21,0,2
-1,0,0,0,0
6,6,4,0,9
5,3,1,1,22
4,1,0,3,143
3,2,0,3,87
7,10,10,1,5
4,2,0,2,79
1,1,0,0,0
0,1,0,0,0
5,1,0,0,14
4,0,0,1,59
5,2,0,0,8
-2,0,0,0,0
7,7,4,1,2
6,4,1,0,7
2,3,1,0,0
5,0,0,1,3
6,3,1,0,4
6,1,0,0,2
6,2,0,0,0
7,3,1,0,2
4,4,1,1,9
4,3,0,0,2
-2,-1,0,0,0
1,-1,0,0,0
5,5,1,0,2
4,5,2,0,2
1,2,1,0,0
2,2,0,0,0
2,2,1,0,0
3,4,1,0,0
3,5,4,0,0
0,-1,0,0,0
-4,-2,0,0,0
6,3,0,0,0
1,1,1,0,0
0,-2,0,0,0
-1,-2,0,0,0
