2,3,True,False
0,0,8733,1690276
1,0,1985,214447
11,55,0,82
10,45,3,311
9,36,9,755
8,28,12,866
2,1,167,19599
10,36,3,45
7,21,17,1456
2,0,374,26659
9,28,3,75
8,21,1,167
6,15,16,1299
5,10,22,2007
12,31,0,11
13,36,0,0
14,43,0,2
15,51,0,2
3,3,49,5194
3,1,56,4506
14,46,0,5
15,55,0,1
3,0,50,3026
4,6,25,2437
14,51,0,3
13,48,0,6
12,39,0,7
13,42,0,3
13,38,0,1
12,34,0,0
11,45,0,24
12,46,0,1
13,56,0,1
12,55,0,1
11,36,0,11
4,3,14,725
10,29,0,7
11,31,1,0
7,15,3,148
8,15,2,7
7,10,1,17
9,21,2,29
10,28,0,8
4,1,23,963
12,45,1,1
12,66,0,33
3,2,4,350
8,16,0,28
9,22,0,14
7,11,1,35
6,10,1,210
5,1,4,150
4,0,12,490
-1,0,0,0
6,2,0,22
11,27,0,14
11,25,0,13
10,21,0,17
10,24,1,5
4,2,7,391
5,3,0,146
5,6,6,200
4,4,0,22
10,20,0,4
9,16,0,30
8,7,0,1
8,12,0,17
5,0,2,59
9,7,0,10
8,4,0,0
7,9,0,40
7,3,0,19
6,7,0,37
8,6,1,4
9,10,0,3
8,10,0,9
9,11,1,4
9,18,0,8
6,0,1,0
1,1,0,0
6,1,0,35
7,6,0,10
9,15,0,16
5,4,1,154
6,3,0,12
8,13,0,30
6,6,2,41
5,2,0,109
0,1,0,0
10,22,0,6
12,27,0,1
11,21,0,2
10,16,0,7
9,13,0,3
10,18,0,2
10,15,0,0
11,15,0,1
10,10,0,4
8,11,0,9
2,3,0,0
7,7,0,3
6,4,0,26
7,4,0,7
2,2,0,0
-2,0,0,0
5,5,0,42
5,8,1,1
3,7,0,0
-1,1,0,0
1,2,0,0
4,5,0,23
6,5,0,0
7,1,0,2
3,4,0,0
5,7,0,0
-2,-1,0,0
-1,-1,0,0
0,-1,0,0
7,5,0,0
