2,3,4,True,False
0,0,0,15138,2098812
1,0,0,1363,88414
11,55,165,0,12
6,15,20,1,62
5,10,10,3,178
2,1,0,108,5815
4,6,4,7,314
3,3,1,25,1418
3,1,0,10,393
4,3,1,2,92
2,0,0,85,3688
5,6,4,0,14
5,4,1,0,7
4,2,0,1,25
4,1,0,0,24
3,0,0,6,134
5,3,1,0,3
6,7,4,0,0
6,10,10,0,7
-1,0,0,0,0
1,1,0,0,0
-2,0,0,0,0
3,2,0,0,17
5,2,0,0,0
4,0,0,0,4
7,9,5,0,2
5,1,0,0,2
0,1,0,0,0
2,2,1,0,0
4,4,1,0,1
3,6,4,0,0
-2,-1,0,0,0
2,5,4,0,0
4,5,2,0,1
5,5,2,0,0
4,4,2,0,0
3,2,1,0,0
0,-1,0,0,0
2,3,1,0,0
7,11,10,0,0
6,3,0,0,0
-1,-2,0,0,0
-1,1,0,0,0
-3,0,0,0,0
4,3,0,0,0
