2,3,True,False
0,0,12850,1973067
1,0,1818,140257
2,0,194,9524
10,45,0,13
7,21,5,248
2,1,134,9706
5,10,15,621
6,15,6,300
4,6,20,1468
5,6,6,151
3,3,36,2488
4,3,3,294
6,10,3,37
8,28,3,136
7,15,0,14
8,16,1,3
9,18,0,0
3,1,22,1312
8,13,0,1
7,9,0,1
8,12,0,3
4,1,4,140
3,0,19,646
6,7,0,12
-1,0,0,0
7,11,0,3
9,28,1,7
8,21,2,11
9,21,0,1
7,10,0,3
5,3,2,23
3,2,1,62
2,2,0,0
1,1,0,0
6,6,0,11
5,4,2,38
4,2,1,97
-2,0,0,0
9,36,1,65
10,36,0,4
4,0,3,42
5,2,0,5
6,2,0,0
5,1,0,21
0,1,0,0
6,4,0,2
7,7,0,4
6,3,0,3
7,3,0,0
8,3,0,3
7,1,0,0
6,1,0,0
2,3,0,0
4,4,1,15
0,-1,0,0
5,5,3,4
3,4,0,0
-2,-1,0,0
1,-1,0,0
8,8,0,0
6,5,1,0
5,7,0,5
6,8,0,0
-3,-2,0,0
-4,-2,0,0
1,2,0,0
-1,-2,0,0
