2,3,True,False
22,102,0,4
16,47,0,6
14,32,0,14
20,93,0,3
6,18,0,0
9,10,11,237
9,25,5,29
8,24,2,44
9,27,0,20
16,83,2,0
11,19,3,36
21,99,0,4
13,28,2,11
7,28,0,0
15,43,0,22
-4,-2,0,0
18,64,2,8
0,2,0,0
13,14,0,9
7,19,0,71
12,14,1,16
17,64,0,43
14,43,2,46
12,44,0,6
12,22,1,41
8,26,1,18
12,21,2,32
13,30,1,31
11,22,7,102
14,30,1,10
12,29,5,63
-2,-4,0,0
11,33,1,11
16,43,0,5
17,44,1,5
16,49,0,23
18,50,0,1
19,58,0,2
9,35,0,13
18,58,0,0
13,37,3,47
8,35,0,0
16,57,1,22
17,57,1,11
19,88,0,2
17,88,0,1
15,87,0,0
21,100,0,1
16,76,1,2
12,65,0,1
15,76,0,1
5,0,151,3954
10,23,3,59
12,24,2,42
13,69,0,2
20,88,1,0
11,24,7,82
-2,-2,0,0
9,76,0,0
12,77,0,0
10,22,13,306
19,99,0,1
20,106,0,0
21,106,0,6
16,60,1,15
12,47,0,6
18,73,0,15
19,74,0,2
13,32,0,20
10,31,3,46
-6,-7,0,0
15,56,0,21
16,56,0,26
16,64,0,18
6,27,0,0
14,38,3,37
16,39,1,6
7,35,0,0
6,24,0,0
9,26,4,32
3,11,0,0
0,9,0,0
1,10,0,0
0,4,0,0
-1,9,0,0
-6,-1,0,0
8,3,13,306
-5,-6,0,0
-2,8,0,0
-3,2,0,0
18,72,1,9
-2,2,0,0
-6,-4,0,0
-5,-9,0,0
19,73,0,5
1,11,0,0
0,11,0,0
6,26,0,0
5,26,0,0
-4,0,0,0
7,2,38,950
8,27,2,8
11,32,0,23
12,38,1,47
12,33,1,14
19,91,0,1
11,39,0,27
21,92,0,1
15,39,0,8
20,53,0,2
16,58,0,5
7,23,0,0
22,72,0,2
6,17,0,0
10,27,7,50
23,111,0,2
20,65,0,1
8,25,3,32
17,58,1,2
21,110,0,1
22,110,0,5
20,91,0,10
18,60,0,3
10,12,5,108
6,20,0,0
12,15,2,14
4,17,0,0
3,17,0,0
-3,-2,0,0
10,20,6,135
9,8,13,153
11,17,6,49
13,26,0,17
12,25,2,71
15,37,1,4
14,37,0,13
10,10,6,105
2,-1,0,0
15,48,0,9
15,46,1,16
-4,-1,0,0
15,47,0,7
8,29,0,0
11,16,4,67
14,55,3,27
14,45,0,5
16,55,1,12
20,90,0,0
21,90,0,0
1,4,0,0
8,44,0,0
17,60,0,12
11,47,0,7
9,33,1,9
12,42,1,18
7,32,0,0
13,42,2,43
8,32,0,0
11,20,3,41
2,8,0,0
6,32,0,0
1,22,0,0
5,28,0,0
4,28,0,0
6,29,0,0
8,30,0,0
12,17,5,31
10,40,0,6
10,35,1,20
1,-3,0,0
11,43,0,18
10,39,0,14
12,35,0,19
14,40,0,13
11,34,0,35
13,41,0,10
11,40,1,12
12,40,0,9
7,25,0,0
10,33,2,30
14,27,0,6
15,38,0,11
13,36,2,82
9,4,7,152
13,27,2,18
-1,-5,0,0
0,-5,0,0
6,21,0,0
14,57,0,6
11,8,0,25
4,13,0,0
3,-1,0,0
11,14,4,36
17,41,0,3
15,40,0,6
17,39,0,3
15,32,0,7
8,2,13,249
16,50,0,3
17,56,0,9
9,2,2,73
8,1,7,159
13,50,1,9
15,50,0,3
16,51,0,10
7,0,4,168
17,53,0,2
10,2,1,27
10,7,2,67
15,31,1,1
20,51,0,0
15,41,1,5
16,41,1,3
3,13,0,0
-1,7,0,0
8,38,0,0
11,38,0,22
17,50,0,5
2,10,0,0
-3,-5,0,0
12,41,2,17
16,48,0,4
18,66,0,2
19,59,0,0
13,29,1,27
14,36,0,36
13,31,2,48
13,25,4,27
-1,2,0,0
15,44,1,4
16,40,1,6
16,44,0,5
15,36,0,5
4,11,0,0
13,33,4,13
15,34,1,6
16,37,1,1
14,33,1,6
6,0,37,839
14,34,0,14
-6,-3,0,0
11,11,3,48
18,55,0,1
19,56,0,0
18,52,1,1
20,81,0,4
15,42,0,24
14,52,0,2
24,136,0,0
23,136,0,2
17,91,0,9
19,97,1,1
22,119,0,4
21,119,0,0
13,91,0,0
18,92,1,2
23,119,0,2
18,94,0,1
22,106,0,3
12,19,0,23
15,22,0,4
14,22,2,7
12,27,2,60
16,78,1,8
7,22,0,0
9,3,10,97
19,96,0,1
7,1,33,654
22,111,0,7
14,35,0,14
15,45,0,1
16,45,0,2
13,35,0,11
17,46,0,2
-5,-1,0,0
16,31,0,4
15,30,0,2
13,22,0,16
16,23,0,0
11,23,5,59
3,8,0,0
15,23,0,2
14,23,0,7
16,24,0,1
13,21,1,11
10,8,3,49
10,34,3,10
2,12,0,0
17,45,0,2
6,19,0,0
14,26,2,11
12,23,3,39
13,17,0,9
15,18,0,3
14,31,0,13
12,20,0,14
10,26,4,26
13,23,1,15
18,46,0,1
-2,-9,0,0
4,20,0,0
13,19,1,9
0,14,0,0
13,18,3,8
0,-8,0,0
12,16,1,21
-1,-7,0,0
1,-7,0,0
1,5,0,0
1,8,0,0
16,46,0,11
6,28,0,0
13,20,0,19
-4,-4,0,0
-7,-7,0,0
9,5,9,119
15,27,0,2
12,18,4,14
10,46,0,0
8,45,0,0
14,20,0,3
17,66,1,7
17,51,0,4
12,12,1,10
11,9,0,25
10,5,2,49
11,12,3,43
11,6,1,25
17,36,1,1
16,29,0,3
15,25,0,4
16,32,0,4
12,11,1,20
13,12,0,7
14,28,1,5
19,76,0,6
0,-4,0,0
-2,-6,0,0
12,8,0,11
11,7,6,19
12,7,0,6
17,62,0,0
17,61,1,4
10,4,4,33
18,61,0,2
10,3,1,31
21,91,0,3
19,72,0,5
12,13,1,15
13,15,1,11
13,44,2,5
12,43,0,10
15,33,0,2
5,-1,0,0
13,43,0,16
14,44,0,0
20,83,0,4
19,83,0,7
15,60,0,1
17,59,0,0
16,59,0,4
15,59,0,8
14,61,0,9
23,110,0,0
24,110,1,0
11,56,0,0
-5,-4,0,0
-8,-7,0,0
11,44,1,10
13,49,0,6
18,57,0,1
15,54,1,6
16,66,0,6
18,67,1,1
9,54,0,0
18,65,0,3
20,67,0,0
20,68,0,0
18,62,0,4
18,63,0,0
2,-3,0,0
1,-4,0,0
18,77,2,1
20,92,0,1
11,54,0,3
13,57,0,5
22,91,0,1
12,57,0,6
18,68,0,3
19,70,0,0
16,28,0,2
16,42,0,5
19,60,0,0
10,38,1,8
9,38,0,0
2,-2,0,0
-1,-6,0,0
8,33,0,0
7,42,0,0
6,42,0,0
10,44,0,3
16,53,0,1
12,51,0,5
15,53,0,3
21,155,0,0
23,161,0,0
23,159,0,2
21,153,0,0
20,158,0,0
21,159,0,0
21,158,0,0
22,160,0,2
23,162,0,0
-5,-3,0,0
24,162,0,0
22,155,0,0
14,24,2,7
22,156,0,1
23,156,0,1
22,154,0,0
24,163,0,0
25,163,0,0
23,155,0,2
-3,-7,0,0
19,80,0,1
17,85,0,1
18,79,0,1
17,78,0,1
14,81,0,2
18,78,0,2
14,59,0,2
18,70,1,6
27,169,0,0
13,77,0,0
19,92,0,2
13,90,0,0
22,84,0,0
11,4,1,15
12,90,0,0
-5,0,0,0
26,169,0,3
20,82,0,0
13,79,0,0
12,79,0,0
10,78,0,0
11,78,0,0
23,133,0,2
24,133,0,0
16,82,0,0
18,87,0,1
15,24,0,2
20,102,0,4
17,67,0,2
17,40,0,2
3,15,0,0
10,41,1,11
11,41,0,13
11,35,2,15
11,51,0,6
19,94,0,10
22,76,0,2
19,61,0,0
20,64,0,1
21,68,0,0
21,114,0,4
21,64,0,0
26,119,0,0
27,122,0,0
26,118,0,0
25,116,0,1
24,113,0,0
27,119,0,0
26,117,0,0
18,91,0,7
27,118,0,0
17,93,0,0
25,113,0,0
26,115,0,0
22,101,0,0
22,123,0,0
22,90,0,0
23,92,0,0
20,86,0,1
19,84,0,2
22,127,0,1
8,0,2,32
20,123,0,0
20,97,0,2
4,18,0,0
3,18,0,0
29,211,0,2
-5,-2,0,0
2,18,0,0
19,120,0,3
4,19,0,0
3,19,0,0
20,121,0,2
20,120,0,1
20,122,0,2
18,83,0,1
21,121,0,1
14,119,0,0
14,120,0,0
19,129,0,0
23,129,0,0
22,129,0,1
21,129,0,0
19,79,0,0
20,79,0,0
0,6,0,0
21,79,0,0
19,127,0,0
20,78,0,0
19,124,0,1
19,78,0,0
21,128,0,0
22,141,0,0
19,122,0,0
22,135,0,0
1,9,0,0
1,15,0,0
14,29,0,9
6,25,0,0
17,32,0,3
5,22,0,0
13,52,0,8
5,21,0,0
14,21,0,7
7,24,0,0
-2,5,0,0
22,112,1,2
21,112,0,1
4,-1,0,0
14,41,0,7
-3,-8,0,0
-2,-7,0,0
-4,-5,0,0
-1,5,0,0
-1,4,0,0
-3,1,0,0
12,9,0,10
14,10,0,2
13,10,0,4
12,10,1,10
3,-2,0,0
15,35,0,6
11,5,4,18
13,6,1,6
9,43,0,0
12,6,0,5
8,42,0,0
8,43,0,0
16,20,0,0
14,14,0,6
15,15,0,1
14,15,0,0
-2,6,0,0
0,7,0,0
17,74,0,2
10,65,0,0
18,34,0,0
17,33,0,0
16,33,0,3
15,21,0,0
17,24,0,2
19,36,0,1
17,29,0,0
16,27,0,2
16,26,0,1
17,27,0,1
17,26,0,0
19,29,0,0
-4,1,0,0
21,34,0,0
18,28,0,0
18,32,0,2
19,33,0,0
18,31,0,0
17,31,0,1
13,13,1,2
15,16,0,0
15,20,0,1
2,11,0,0
0,10,0,0
-2,4,0,0
-3,4,0,0
-4,4,0,0
-3,3,0,0
-6,3,0,0
-5,3,0,0
-4,3,0,0
-2,3,0,0
-6,2,0,0
-7,2,0,0
-3,5,0,0
-1,6,0,0
-5,1,0,0
-7,-2,0,0
-8,-2,0,0
-6,1,0,0
-10,-5,0,0
-8,-4,0,0
-4,2,0,0
-7,-4,0,0
14,18,0,4
-6,-2,0,0
17,22,0,0
16,21,0,0
-4,-8,0,0
-6,-9,0,0
0,8,0,0
-1,8,0,0
-2,7,0,0
-3,7,0,0
14,16,0,5
16,35,0,1
-1,-4,0,0
-5,2,0,0
-7,1,0,0
17,38,0,1
6,22,0,0
16,38,0,7
-7,-3,0,0
14,17,0,2
15,17,1,0
14,12,0,2
-6,0,0,0
14,13,2,2
9,1,1,32
12,67,0,0
14,68,0,8
16,71,1,4
1,7,0,0
18,75,0,1
20,94,0,5
17,71,1,1
12,49,0,7
15,12,1,1
16,13,0,0
15,14,1,1
15,13,1,0
4,-5,0,0
10,47,0,0
11,48,0,5
9,47,0,0
-7,-9,0,0
0,12,0,0
1,13,0,0
0,13,0,0
2,14,0,0
-2,-5,0,0
18,36,1,1
13,16,0,8
15,26,0,4
17,28,0,1
5,17,0,0
-7,-6,0,0
-6,-5,0,0
-7,-5,0,0
9,37,0,0
-9,-5,0,0
-11,-6,0,0
-10,-6,0,0
-3,6,0,0
1,12,0,0
8,37,0,0
7,37,0,0
18,56,0,1
23,68,0,0
26,71,0,0
-6,-15,0,0
15,29,0,0
19,38,0,0
20,38,0,0
3,-3,0,0
6,-1,0,0
7,-1,0,0
10,1,3,4
16,18,0,1
13,70,0,4
17,23,0,1
14,50,0,11
16,16,0,0
18,23,0,0
20,26,0,0
19,26,0,0
18,26,0,0
20,29,0,0
16,17,0,1
-1,10,0,0
5,25,0,0
7,31,0,0
8,31,0,0
4,25,0,0
3,23,0,0
5,24,0,0
4,24,0,0
7,29,0,0
-6,-8,0,0
0,16,0,0
-2,15,0,0
-6,10,0,0
-5,10,0,0
-4,10,0,0
-8,4,0,0
-9,4,0,0
-10,4,0,0
-12,1,0,0
-11,1,0,0
-7,7,0,0
-9,0,0,0
-4,5,0,0
-6,4,0,0
-9,1,0,0
-10,1,0,0
-12,-2,0,0
-10,-1,0,0
-6,5,0,0
-3,8,0,0
-4,8,0,0
-1,11,0,0
-3,10,0,0
-2,12,0,0
-1,14,0,0
-8,0,0,0
-7,0,0,0
16,25,0,2
17,25,0,0
18,27,0,0
18,29,0,0
13,138,0,0
21,81,0,0
19,64,0,6
2,13,0,0
-1,-10,0,0
-3,-10,0,0
-1,-9,0,0
-5,-7,0,0
21,77,0,1
19,66,0,1
21,67,0,0
23,90,0,0
25,101,0,1
24,100,0,0
20,58,0,0
20,73,0,1
19,65,0,2
22,65,1,0
22,73,0,3
21,72,0,0
21,65,0,1
20,72,0,0
18,47,0,0
-8,-9,0,0
17,48,0,2
21,84,0,1
12,52,0,2
22,88,0,0
23,88,0,0
21,73,0,0
20,70,0,0
17,47,0,0
17,49,0,0
19,47,0,0
20,47,0,1
22,58,0,0
21,58,0,0
20,44,0,0
19,44,0,2
18,39,0,1
1,-5,0,0
0,-6,0,0
18,44,0,1
17,42,0,0
17,16,0,0
19,17,0,1
18,16,0,0
19,16,0,0
17,15,0,0
18,14,0,0
17,14,0,0
20,17,0,0
2,-4,0,0
16,36,1,2
13,11,1,4
16,14,0,1
16,15,0,0
18,17,0,1
14,11,0,3
17,13,0,0
19,14,0,0
20,14,0,0
15,11,0,0
16,11,0,1
12,5,0,7
14,6,0,2
13,8,0,5
14,8,0,0
18,12,0,0
21,18,0,0
20,18,0,0
20,20,0,0
18,19,0,0
21,24,0,0
24,30,0,0
22,29,0,0
18,30,0,1
-5,-5,0,0
-9,-13,0,0
-7,-12,0,0
15,10,0,0
16,10,0,0
17,10,0,0
13,7,0,4
15,63,0,5
17,18,0,1
21,31,0,0
19,30,0,0
7,36,0,0
20,57,0,2
19,57,0,0
21,63,0,0
4,-2,0,0
5,-2,0,0
20,63,0,2
20,62,0,0
19,62,0,0
21,61,0,0
20,61,0,1
22,62,0,0
13,9,0,1
5,19,0,0
20,108,0,1
18,105,0,2
19,107,0,1
21,120,0,1
19,106,0,4
128,8128,0,10
129,8128,0,2
21,108,0,1
23,120,0,1
20,107,0,0
14,105,0,0
20,111,0,0
22,120,0,2
19,108,0,1
5,29,0,0
4,29,0,0
84,3403,0,11
83,3403,0,42
93,3455,0,1
92,3454,0,0
90,3454,0,1
85,3403,0,1
85,3404,0,1
92,3463,0,0
94,3463,0,0
48,1035,0,0
46,1035,2,65
57,1095,0,0
47,1035,1,17
55,1095,0,0
56,1095,0,0
22,94,0,1
58,1095,0,0
23,106,0,1
59,1107,0,0
61,1110,0,1
50,1035,0,1
60,1110,0,0
62,1110,0,0
57,1107,0,1
55,1107,0,2
58,1107,0,0
53,1056,0,2
50,1038,0,1
48,1036,0,1
56,1110,0,0
59,1110,0,0
62,1113,0,0
49,1035,0,0
36,595,1,15
37,595,0,2
35,595,2,73
51,673,0,0
22,99,0,1
38,595,0,0
23,100,0,0
34,595,0,0
45,670,0,0
48,670,0,0
24,101,0,0
42,616,0,0
22,78,0,0
49,650,0,0
50,650,0,0
39,598,0,0
38,596,0,0
48,648,0,1
45,647,0,1
50,649,0,0
43,647,0,2
44,647,0,0
46,647,0,1
44,631,0,2
39,596,0,1
37,596,0,3
45,649,0,0
39,601,0,1
44,649,0,0
47,649,0,0
51,651,0,0
29,352,0,1
43,407,0,0
28,351,0,16
29,351,0,1
24,93,0,1
22,92,0,0
42,407,0,0
41,407,0,0
40,407,0,0
39,405,0,0
37,405,0,0
36,405,0,0
38,405,0,0
36,387,0,0
30,351,0,0
33,371,0,2
27,351,0,85
11,69,0,0
10,69,0,0
26,351,0,0
13,72,0,1
31,351,0,0
31,352,0,0
14,72,0,2
37,373,0,0
16,77,0,1
15,77,0,1
17,77,0,1
34,371,0,0
35,372,0,1
34,372,0,0
30,352,0,2
31,357,0,0
32,371,0,3
39,417,0,2
33,372,0,0
30,354,0,1
31,353,0,0
23,126,0,0
10,66,0,0
22,126,0,0
24,126,0,0
27,171,0,0
25,141,0,1
27,144,0,0
29,145,0,0
28,145,0,0
27,145,0,0
25,144,0,0
24,141,0,3
23,141,0,5
24,144,0,0
16,34,0,2
18,41,0,2
19,49,0,0
18,49,0,2
19,50,0,0
6,36,0,0
18,48,0,1
2,-6,0,0
1,-6,0,0
3,-5,0,0
2,-5,0,0
-2,-8,0,0
2,15,0,0
1,14,0,0
29,406,0,3
23,72,0,0
11,3,0,6
13,4,0,2
14,4,0,0
12,4,0,3
13,5,0,2
32,227,0,1
19,51,0,1
20,190,0,10
30,212,0,0
21,190,0,5
3,20,0,0
18,59,0,0
16,9,0,1
-7,-1,0,0
-8,-1,0,0
17,9,0,0
14,9,0,1
18,43,1,2
18,99,0,0
22,98,0,0
19,100,0,0
25,100,0,0
16,93,0,1
14,90,0,0
23,127,0,0
15,93,0,2
21,97,0,1
20,95,0,0
17,68,0,0
18,71,0,0
17,19,0,1
19,20,0,0
18,74,0,0
11,1,1,3
17,21,0,0
11,79,0,0
4,23,0,0
21,87,0,2
18,69,0,1
26,144,0,0
19,46,0,1
19,42,0,0
18,40,0,1
19,40,0,0
20,41,0,0
21,43,1,0
20,42,0,1
20,50,0,0
20,60,0,1
20,49,0,0
2,17,0,0
1,17,0,0
0,17,0,0
-1,16,0,0
-3,15,0,0
0,18,0,0
2,19,0,0
1,19,0,0
16,30,0,4
20,52,0,1
19,52,0,2
6,-2,0,0
15,8,0,0
14,7,0,2
19,43,0,0
4,21,0,0
3,21,0,0
9,0,0,6
22,83,0,2
21,82,0,1
22,82,0,0
23,82,0,0
21,93,0,0
23,93,0,0
17,96,0,0
28,137,0,0
25,136,0,0
20,112,0,1
23,102,0,0
18,96,0,0
22,93,0,0
20,101,0,1
23,103,0,0
22,103,0,0
21,103,0,0
19,101,0,8
23,122,0,0
21,123,0,0
23,132,0,1
22,128,0,0
24,128,0,0
23,128,0,0
22,122,0,1
24,130,0,1
26,175,0,1
27,175,0,0
23,130,0,0
15,65,1,6
10,54,0,0
18,45,0,0
17,37,0,1
18,38,0,2
20,71,1,0
19,71,0,1
21,71,0,0
20,76,0,2
15,7,0,0
6,23,0,0
4,22,0,0
19,63,0,0
17,35,0,0
2,21,0,0
1,21,0,0
5,27,0,0
19,86,0,1
3,24,0,0
2,24,0,0
1,24,0,0
-4,9,0,0
-2,10,0,0
21,57,0,1
20,56,0,1
12,3,0,5
21,56,0,0
17,12,0,1
21,50,0,1
19,12,0,0
20,13,0,0
20,12,0,0
21,15,0,0
20,15,0,0
21,14,0,0
19,13,0,0
14,60,0,4
16,7,0,1
15,64,0,3
15,62,0,4
21,76,0,0
11,42,0,10
15,5,0,0
14,5,0,0
16,8,0,0
20,77,0,0
11,2,0,3
17,63,0,2
7,44,0,0
13,60,0,6
18,42,0,2
18,51,0,2
9,40,0,0
13,3,0,2
14,3,0,1
-5,-10,0,0
7,34,0,0
19,31,0,2
17,34,0,1
18,35,0,0
16,5,0,0
16,6,0,0
18,7,0,0
17,7,0,0
14,92,0,0
12,91,0,0
21,101,0,0
10,53,0,0
15,6,0,0
17,8,0,0
0,-7,0,0
18,10,0,0
19,10,0,0
20,10,0,0
21,10,0,0
22,12,0,0
21,11,0,0
22,13,0,0
21,12,0,0
21,20,0,0
18,15,0,0
3,25,0,0
9,34,0,8
9,32,0,14
15,9,0,0
16,12,0,1
15,4,0,0
13,1,0,0
14,1,0,0
12,1,0,0
21,66,0,0
22,66,0,0
20,66,0,0
22,85,0,0
21,85,0,0
17,83,0,2
20,84,0,1
10,0,0,1
21,41,0,1
19,41,0,0
18,37,0,1
11,0,0,0
-4,-18,0,0
6,30,0,0
2,16,0,0
5,23,0,0
2,20,0,0
9,41,0,0
13,59,0,4
17,30,0,0
18,33,0,1
20,36,0,0
19,35,0,0
8,46,0,0
5,40,0,0
6,41,0,0
4,40,0,0
7,43,0,0
12,2,0,2
14,77,0,2
19,37,0,0
8,40,0,0
8,34,0,0
17,54,0,0
25,192,0,1
24,189,0,0
25,190,0,0
26,191,0,0
25,191,0,0
