2,3,True,False
0,0,13766,2028155
1,0,1666,118497
11,55,0,24
10,45,0,13
7,21,2,28
2,1,117,8258
8,28,0,30
6,15,3,56
5,10,7,347
6,10,0,6
5,6,2,40
4,6,11,734
3,3,34,2292
3,1,16,875
4,3,1,164
2,0,148,6581
7,15,0,1
3,0,14,422
4,0,2,25
9,18,0,1
8,13,0,1
7,11,0,3
5,4,1,20
5,3,0,9
6,7,0,1
7,9,0,3
6,6,1,13
4,2,0,50
4,1,2,82
1,1,0,0
7,10,0,1
7,7,0,3
8,11,0,1
5,2,0,6
6,4,0,3
-1,0,0,0
3,2,2,51
5,1,0,9
6,3,0,1
2,3,0,0
0,1,0,0
4,4,0,1
5,5,0,3
2,2,0,0
1,2,0,0
5,7,0,0
3,6,0,0
-2,-1,0,0
-2,0,0,0
4,5,2,3
6,2,0,5
-1,-1,0,0
1,-1,0,0
3,4,0,0
-3,-2,0,0
-4,-2,0,0
0,-1,0,0
-1,-2,0,0
0,-2,0,0
-3,0,0,0
