2,3,4,True,False
0,0,0,13418,2005922
1,0,0,1660,126430
11,55,165,0,12
10,45,120,0,13
8,28,56,0,20
9,28,56,0,1
2,1,0,139,8947
7,21,35,1,88
8,21,35,0,5
6,15,20,7,269
7,15,20,1,14
5,10,10,5,298
6,10,10,1,20
4,6,4,27,1220
3,3,1,36,2888
2,0,0,177,7975
4,3,1,7,289
5,6,4,0,82
3,1,0,22,1075
3,0,0,14,480
7,9,5,0,6
6,6,2,1,6
5,4,1,0,29
4,2,0,1,53
6,7,4,0,16
6,6,4,1,4
1,1,0,0,0
-1,0,0,0,0
4,1,0,4,66
8,12,8,1,0
7,6,2,0,1
5,3,1,0,16
-2,0,0,0,0
8,16,20,0,2
7,11,10,0,5
4,0,0,1,16
5,3,0,0,3
5,1,0,0,6
5,2,0,0,6
3,2,0,1,52
2,3,1,0,0
5,0,0,0,0
6,2,0,0,0
2,2,0,0,0
7,7,4,0,2
4,4,1,2,12
0,1,0,0,0
6,4,1,0,0
4,3,0,0,7
6,3,0,0,0
1,2,1,0,0
5,5,1,0,5
6,5,1,0,0
4,5,2,0,0
5,5,2,0,1
0,-1,0,0,0
3,2,1,0,0
-2,-1,0,0,0
-1,-1,0,0,0
1,-1,0,0,0
