2,3,True,False
0,0,9608,1767488
1,0,2061,197519
10,45,4,163
9,36,7,350
11,55,0,24
2,0,355,21794
8,28,7,375
9,28,3,21
7,21,7,558
8,21,1,27
2,1,185,16493
10,36,0,13
6,15,6,784
5,10,20,1671
3,0,48,2196
14,43,0,1
15,49,0,1
16,57,0,1
16,56,0,2
3,3,62,6022
14,42,0,1
13,36,0,1
12,30,0,2
11,25,0,1
9,18,1,21
10,21,0,3
4,6,37,3493
8,12,0,16
7,9,0,59
8,13,0,32
3,1,53,3301
5,6,3,357
4,3,8,770
6,10,1,165
4,1,11,488
7,15,4,67
8,16,0,6
7,11,0,14
6,7,3,72
5,4,1,113
6,6,4,77
7,10,0,20
9,16,0,13
3,2,3,249
5,2,1,27
10,18,0,5
11,24,0,11
12,27,0,1
5,3,3,108
10,22,0,2
9,22,0,5
10,24,0,5
8,15,0,5
10,29,1,3
11,37,0,3
11,45,0,1
12,46,0,1
11,36,0,2
10,28,0,2
-1,0,0,0
4,2,1,179
4,0,8,217
6,4,1,5
5,1,0,64
2,3,0,0
7,6,1,26
7,7,1,0
11,31,1,4
12,39,0,2
9,21,1,0
1,1,0,0
0,1,0,0
6,3,1,25
5,0,0,26
9,13,0,2
11,20,0,1
10,16,0,5
8,6,0,6
7,3,0,10
6,1,1,32
4,4,3,27
6,2,0,20
7,4,1,1
5,7,0,8
3,5,0,0
2,2,0,0
5,5,1,28
-1,-1,0,0
2,-1,0,0
0,-1,0,0
-2,-1,0,0
4,7,0,0
1,4,0,0
0,2,0,0
1,2,0,0
6,8,0,3
7,5,0,0
4,5,0,4
2,4,0,0
-1,-2,0,0
-2,0,0,0
1,-1,0,0
0,-2,0,0
1,-2,0,0
7,1,0,5
7,2,0,4
6,5,0,0
-3,-1,0,0
-5,-2,0,0
-4,-2,0,0
