2,3,4,True,False
0,0,0,14617,2073146
1,0,0,1475,99331
11,55,165,0,12
10,45,120,0,13
8,28,56,0,15
4,6,4,9,641
5,10,10,15,358
2,1,0,113,7194
6,15,20,1,109
3,3,1,33,1666
4,3,1,1,116
5,6,4,1,32
2,0,0,108,4751
3,1,0,14,584
6,10,10,1,25
3,0,0,8,225
7,21,35,0,15
8,21,35,0,1
7,11,10,0,2
6,7,4,0,1
8,12,8,0,1
7,9,5,0,1
-1,0,0,0,0
4,2,0,1,36
4,1,0,3,39
5,3,1,0,14
5,4,1,0,18
-2,0,0,0,0
7,15,20,2,0
5,1,0,0,6
4,0,0,0,8
5,2,0,1,6
6,3,1,0,3
0,1,0,0,0
1,1,0,0,0
3,2,0,2,30
6,4,1,0,3
4,10,10,0,0
2,3,1,0,0
3,5,4,0,0
4,3,0,1,6
2,2,0,0,0
4,4,1,0,4
5,5,1,0,0
-2,-1,0,0,0
-3,-1,0,0,0
1,2,1,0,0
5,5,2,0,1
6,6,2,0,0
0,-1,0,0,0
1,-1,0,0,0
2,-1,0,0,0
2,2,1,0,0
-1,-1,0,0,0
-4,-2,0,0,0
-1,-2,0,0,0
5,0,0,0,0
0,-2,0,0,0
3,3,0,0,0
