2,3,4,True,False
0,0,0,16027,2136066
1,0,0,1094,71657
11,55,165,0,12
10,45,120,0,13
2,1,0,52,3608
6,15,20,1,32
3,3,1,16,805
4,6,4,5,236
4,3,1,1,37
5,6,4,0,13
3,1,0,3,234
2,0,0,68,2441
4,2,0,2,12
5,10,10,1,73
6,10,10,0,1
-1,0,0,0,0
3,0,0,2,69
4,1,0,0,14
5,3,1,0,0
-2,0,0,0,0
4,0,0,0,1
6,7,4,0,2
5,4,1,0,2
6,6,4,0,1
1,1,0,0,0
0,1,0,0,0
3,2,0,0,4
0,-1,0,0,0
1,-1,0,0,0
4,4,1,0,3
6,5,1,0,0
-1,-1,0,0,0
7,15,20,1,0
-2,-1,0,0,0
1,2,1,0,0
0,2,1,0,0
1,3,1,0,0
3,4,1,0,0
5,1,0,0,1
2,2,1,0,0
-4,-2,0,0,0
4,3,0,0,0
-3,-1,0,0,0
-3,0,0,0,0
0,-2,0,0,0
5,0,0,0,0
