2,3,4,True,False
0,0,0,14970,2088278
1,0,0,1385,92761
2,0,0,90,4173
11,55,165,0,12
8,28,56,1,14
2,1,0,94,6226
6,15,20,2,102
4,6,4,14,617
3,1,0,8,492
4,3,1,3,90
3,3,1,24,1637
5,6,4,1,35
6,10,10,0,7
5,10,10,4,168
7,11,10,0,2
8,16,20,0,0
7,15,20,0,2
5,4,1,0,9
4,2,0,0,22
6,4,1,0,1
-1,0,0,0,0
6,7,4,1,2
3,0,0,9,198
4,1,0,3,29
6,6,4,0,1
5,3,1,0,1
4,0,0,1,10
1,1,0,0,0
0,1,0,0,0
3,2,0,2,12
6,6,2,0,1
5,1,0,0,1
2,3,1,0,0
-2,0,0,0,0
-2,-1,0,0,0
-1,-1,0,0,0
4,4,1,0,4
0,-1,0,0,0
1,-1,0,0,0
5,2,0,0,2
2,2,1,0,0
1,2,1,0,0
4,5,2,0,1
5,5,2,0,0
5,5,1,0,0
0,2,1,0,0
3,5,4,0,0
1,3,1,0,0
-1,1,0,0,0
1,1,1,0,0
