2,3,4,True,False
0,0,0,14204,2050386
1,0,0,1538,109290
11,55,165,0,12
6,15,20,5,177
5,10,10,8,397
4,6,4,19,1006
2,1,0,120,7522
3,3,1,32,2163
3,1,0,20,688
4,3,1,7,127
5,6,4,1,58
2,0,0,129,5788
6,7,4,0,3
8,16,20,0,1
7,9,5,0,2
8,13,11,0,2
7,11,10,0,0
8,12,8,0,1
6,6,2,0,5
5,4,1,1,15
4,2,0,1,48
6,10,10,0,7
1,1,0,0,0
-1,0,0,0,0
4,1,0,5,49
5,3,1,0,11
6,6,4,1,5
3,0,0,8,308
7,15,20,2,5
0,1,0,0,0
-2,0,0,0,0
6,4,1,0,3
7,6,2,0,1
3,2,0,2,30
4,0,0,1,27
6,3,1,0,2
5,0,0,0,1
5,1,0,0,3
6,1,0,0,1
5,2,0,0,2
2,5,4,0,0
1,-1,0,0,0
4,3,0,0,4
6,3,0,0,0
5,3,0,0,0
-2,-1,0,0,0
0,-1,0,0,0
1,2,1,0,0
2,3,1,0,0
4,4,1,0,0
6,2,0,0,0
5,4,0,0,0
2,2,0,0,0
6,4,0,0,0
7,4,0,0,0
-1,-1,0,0,0
2,2,1,0,0
6,5,1,0,0
4,10,10,0,0
-1,1,0,0,0
-4,-2,0,0,0
3,4,1,0,0
-3,0,0,0,0
