2,3,4,True,False
0,0,0,15588,2117326
1,0,0,1188,80227
11,55,165,0,12
7,21,35,0,16
3,3,1,30,1073
2,1,0,75,4817
4,6,4,7,214
3,1,0,11,314
4,3,1,2,56
2,0,0,73,2947
5,10,10,0,49
6,10,10,0,5
5,6,4,3,13
3,0,0,5,126
6,15,20,0,8
4,0,0,1,4
6,7,4,0,2
4,2,0,0,8
5,4,1,0,9
-1,0,0,0,0
4,1,0,1,17
5,3,1,0,0
6,6,4,0,3
-2,0,0,0,0
1,1,0,0,0
3,2,0,0,24
5,1,0,0,1
2,2,1,0,0
0,1,0,0,0
-2,-1,0,0,0
0,-1,0,0,0
-1,-1,0,0,0
4,4,1,0,0
3,2,1,0,0
2,3,1,0,0
5,2,0,0,0
2,2,0,0,0
-3,-2,0,0,0
-4,-2,0,0,0
6,3,0,0,0
-1,-2,0,0,0
2,-1,0,0,0
1,-1,0,0,0
0,-2,0,0,0
4,3,0,0,1
