2,3,4,True,False
0,0,0,16780,2171149
1,0,0,860,53631
11,55,165,0,12
6,15,20,0,26
2,1,0,45,2542
3,3,1,13,606
2,0,0,32,1331
3,1,0,3,120
4,3,1,1,12
4,6,4,3,81
5,10,10,1,8
7,11,10,0,1
6,7,4,0,0
-1,0,0,0,0
4,1,0,0,6
4,2,0,0,4
3,0,0,0,38
-2,0,0,0,0
1,1,0,0,0
0,1,0,0,0
5,4,1,0,0
4,0,0,0,0
3,2,0,0,1
5,2,0,0,1
-1,-1,0,0,0
2,2,0,0,0
4,3,0,0,1
6,3,0,0,0
4,4,1,0,1
5,5,1,0,0
-2,-1,0,0,0
1,2,1,0,0
2,2,1,0,0
2,3,1,0,0
3,2,1,0,0
4,5,1,0,0
-4,-2,0,0,0
0,-1,0,0,0
-3,-2,0,0,0
5,3,0,0,0
0,-2,0,0,0
-1,-2,0,0,0
3,3,0,0,0
