2,3,True,False
0,0,10,48
1,0,12,43
2,1,7,10
3,3,0,1
1,1,0,0
2,0,1,7
3,0,0,1
3,1,0,1
-1,0,0,0
4,2,0,0
5,2,0,0
4,1,0,0
