2,3,4,True,False
0,0,0,14887,2079771
1,0,0,1369,96462
2,0,0,105,4368
11,55,165,0,12
9,36,84,1,13
10,45,120,0,13
7,21,35,1,16
2,1,0,122,6900
5,10,10,4,126
3,3,1,34,1903
4,6,4,13,754
5,6,4,0,50
4,3,1,8,148
3,1,0,12,585
6,15,20,1,107
5,4,1,1,17
6,10,10,0,3
8,13,11,0,1
7,9,5,0,3
6,6,2,0,2
4,2,0,1,27
6,7,4,0,5
3,0,0,7,194
7,11,10,0,1
7,15,20,0,1
8,16,20,0,2
4,1,0,1,37
-1,0,0,0,0
-2,0,0,0,0
5,2,0,0,5
5,3,1,0,2
1,1,0,0,0
0,1,0,0,0
4,0,0,1,19
3,2,0,0,29
7,10,10,0,1
6,6,4,0,0
2,3,1,0,0
5,1,0,0,1
6,3,1,0,0
5,0,0,0,2
-1,-1,0,0,0
4,4,1,0,2
5,5,1,0,2
4,3,0,0,0
6,3,0,0,0
-2,-1,0,0,0
1,-1,0,0,0
3,2,1,0,0
0,-1,0,0,0
3,4,1,0,0
2,2,1,0,0
4,5,4,0,0
-3,0,0,0,0
-1,-2,0,0,0
2,-1,0,0,0
2,2,0,0,0
-3,-1,0,0,0
-5,-2,0,0,0
-4,-2,0,0,0
7,3,0,0,0
-2,-2,0,0,0
6,6,1,0,0
6,2,0,0,0
