2,3,4,True,False
0,0,0,4421,1218892
1,0,0,1413,245408
11,55,165,10,1031
2,1,0,154,23313
10,45,120,4,685
12,66,220,11,1541
13,78,286,9,945
14,91,364,4,542
6,15,20,8,3527
7,21,35,9,2499
15,105,455,3,194
8,28,56,6,1292
2,0,0,374,48394
4,3,1,16,2170
3,3,1,20,6341
3,0,0,87,8913
9,36,84,2,820
21,106,342,0,7
20,99,321,0,5
21,112,399,0,10
22,126,490,0,3
3,2,0,8,722
1,1,0,0,0
-1,0,0,0,0
4,0,0,27,2044
19,87,255,0,3
18,76,200,1,1
3,1,0,71,9239
13,66,220,0,98
14,78,286,2,51
15,67,220,0,6
14,56,165,0,5
12,55,165,0,101
16,79,286,1,1
15,91,364,0,40
4,2,0,3,968
16,120,560,0,51
16,105,455,0,18
5,3,0,2,57
4,3,0,5,90
2,2,0,0,0
0,1,0,0,0
21,99,321,0,4
14,66,220,2,36
20,87,255,0,10
5,4,1,4,321
22,106,342,1,7
15,78,286,1,84
16,91,364,1,33
17,105,455,0,6
17,120,560,0,6
18,120,560,0,6
13,55,165,1,12
4,1,0,27,2733
5,0,0,4,350
13,36,55,0,6
4,4,1,0,227
4,6,4,14,4536
5,2,0,7,427
12,30,40,1,28
5,3,1,5,346
5,6,4,4,787
6,4,1,1,292
6,3,1,2,126
11,45,120,1,85
5,10,10,7,2553
5,1,0,13,890
8,13,11,0,37
10,8,4,0,9
9,8,4,1,1
7,9,5,1,60
8,5,1,0,1
6,6,2,0,33
7,7,4,0,10
6,7,4,1,125
12,37,84,0,11
13,39,85,0,7
12,31,57,0,6
6,3,0,3,30
6,2,0,0,134
13,34,60,0,11
10,28,56,0,21
9,28,56,0,25
11,24,36,0,1
9,21,35,0,76
8,21,35,0,69
14,42,88,0,3
11,36,84,0,12
10,36,84,0,44
7,5,1,2,75
6,5,1,1,25
15,51,124,0,12
12,45,120,0,24
8,12,8,0,21
16,61,169,0,9
17,72,224,0,5
9,16,14,0,30
10,20,20,0,2
18,76,230,0,7
10,21,24,0,13
19,81,240,0,15
9,18,21,1,48
10,24,36,0,55
9,5,1,0,24
18,70,185,0,20
15,55,165,0,1
8,4,1,0,47
7,2,0,1,42
9,22,35,0,32
14,55,165,0,31
19,76,200,0,8
2,3,1,0,0
13,45,120,0,4
18,66,155,0,1
12,36,84,1,6
17,57,119,0,4
16,51,104,0,2
17,60,140,0,4
8,16,20,1,163
6,10,10,8,372
16,55,130,1,7
7,11,10,2,101
15,46,94,0,6
15,55,130,0,0
15,66,220,0,28
7,15,20,2,322
16,78,286,0,2
6,1,0,1,180
16,66,220,1,8
16,58,166,0,2
15,56,165,0,3
14,46,120,0,16
13,46,120,0,1
8,3,0,0,30
11,37,84,0,10
15,37,84,0,18
12,39,85,0,3
11,31,57,0,10
14,29,56,0,5
12,29,56,0,17
13,28,56,0,1
12,34,60,0,5
11,22,35,0,8
12,21,35,0,1
11,27,39,0,1
11,15,20,0,3
8,2,0,1,93
10,16,20,0,18
10,15,20,0,4
9,10,10,0,7
10,10,10,0,0
7,1,0,1,32
8,3,1,1,13
10,11,10,0,16
11,25,30,0,2
12,25,30,0,1
11,20,20,0,2
9,12,8,0,1
9,11,10,0,23
10,16,14,0,3
11,21,24,0,0
10,13,8,0,2
11,16,20,1,0
9,16,20,2,66
11,17,14,1,2
13,31,45,0,2
14,36,55,1,3
10,22,35,0,16
11,29,56,0,8
6,6,4,1,184
7,6,4,1,10
7,10,10,1,97
8,15,20,0,83
8,10,10,0,13
10,21,35,0,11
9,15,20,0,24
11,28,56,0,0
5,7,4,0,9
9,14,11,0,1
10,14,11,0,2
9,13,11,0,10
10,18,21,0,0
13,26,30,1,4
10,25,30,0,0
5,15,20,0,0
8,11,10,1,34
6,0,0,0,34
5,5,1,0,88
7,3,1,0,104
8,18,21,0,0
9,12,10,0,1
8,8,4,0,1
6,12,11,1,0
1,2,1,0,0
9,10,5,0,5
8,10,5,0,5
7,8,4,1,1
5,6,2,1,1
3,5,2,0,0
0,2,1,0,0
10,12,10,1,6
6,11,10,0,0
4,10,10,0,0
6,5,2,0,11
-2,0,0,0,0
2,2,1,0,0
8,6,4,0,3
9,6,4,0,0
9,3,0,1,9
10,4,0,0,12
9,4,0,0,3
5,8,5,0,34
6,8,5,0,2
4,5,2,0,60
9,7,4,0,15
5,5,2,0,10
11,4,0,0,20
10,3,0,0,1
5,7,3,1,21
6,7,3,1,16
3,4,2,0,0
0,1,1,0,0
-1,1,1,0,0
-4,-2,0,0,0
-2,-1,0,0,0
3,2,1,0,0
8,10,4,0,3
7,8,3,0,28
9,8,2,0,15
8,7,2,0,16
-2,0,1,0,0
9,7,2,0,0
6,8,3,0,38
6,7,2,0,0
7,8,2,0,0
8,10,3,0,0
4,2,1,0,0
3,1,1,0,0
