2,3,4,True,False
0,0,0,15016,2087083
1,0,0,1378,93656
10,45,120,0,13
8,28,56,0,30
7,21,35,3,45
6,15,20,2,113
5,10,10,8,301
2,1,0,95,5863
3,1,0,18,468
3,3,1,16,1484
4,3,1,1,95
2,0,0,89,4246
4,6,4,12,441
5,6,4,0,22
7,15,20,0,4
6,10,10,1,13
6,7,4,0,4
5,4,1,1,10
4,2,0,1,17
3,0,0,6,154
5,3,1,0,6
-1,0,0,0,0
-2,0,0,0,0
4,1,0,0,28
6,6,4,0,1
1,1,0,0,0
0,1,0,0,0
3,2,0,0,33
4,0,0,0,1
5,2,0,0,3
6,2,0,0,1
6,6,2,0,3
5,1,0,0,1
2,3,1,0,0
4,4,1,0,3
2,2,0,0,0
0,-1,0,0,0
1,-1,0,0,0
2,2,1,0,0
1,2,1,0,0
0,2,1,0,0
-2,-1,0,0,0
5,5,1,0,1
1,1,1,0,0
2,1,1,0,0
-1,-2,0,0,0
4,3,0,0,0
6,3,0,0,0
-1,1,1,0,0
-4,-2,0,0,0
-1,-1,0,0,0
-3,-2,0,0,0
5,3,0,0,0
-1,1,0,0,0
