2,3,4,True,False
0,0,0,11389,1884307
1,0,0,1937,167349
11,55,165,0,12
10,45,120,0,13
9,36,84,0,106
7,21,35,8,261
8,28,56,5,191
9,28,56,0,14
10,36,84,1,5
8,21,35,1,18
6,15,20,11,565
7,15,20,0,46
5,10,10,16,854
6,10,10,2,63
4,6,4,25,2139
5,6,4,4,195
2,1,0,194,14324
2,0,0,243,14371
3,0,0,33,1192
3,3,1,43,4266
9,16,14,0,7
10,20,20,0,1
11,25,30,0,4
12,30,40,0,1
4,3,1,15,510
8,13,11,0,5
7,9,5,0,12
6,4,1,1,9
8,12,8,0,1
5,4,1,2,69
3,1,0,41,2052
10,21,24,0,2
11,27,39,0,0
10,24,36,0,1
9,18,21,0,2
8,16,20,1,6
9,22,35,0,0
-1,0,0,0,0
7,11,10,0,11
4,1,0,8,297
6,7,4,0,28
4,2,0,3,141
5,3,1,0,43
6,6,4,0,24
7,10,10,0,5
1,1,0,0,0
0,1,0,0,0
5,2,0,2,17
3,2,0,3,148
2,2,0,0,0
-2,0,0,0,0
5,1,0,2,29
4,3,0,0,35
4,0,0,2,108
5,0,0,0,2
2,3,1,0,0
6,6,2,0,29
7,7,4,0,7
6,3,1,0,16
4,10,10,0,0
3,6,4,0,0
4,4,1,1,22
5,7,4,0,3
3,5,4,0,0
5,5,1,0,6
-2,-1,0,0,0
5,6,2,1,0
7,7,2,0,0
8,7,2,0,0
5,5,2,0,4
7,6,4,0,4
4,5,2,1,2
2,2,1,0,0
6,9,5,0,1
7,8,4,0,0
6,5,1,0,0
7,4,1,0,0
8,4,1,0,0
7,3,1,0,0
-1,-1,0,0,0
1,2,1,0,0
2,5,4,0,0
3,2,1,0,0
-3,-1,0,0,0
9,7,2,0,0
6,11,10,0,0
-1,1,0,0,0
1,-1,0,0,0
6,1,0,0,1
-4,-2,0,0,0
6,2,0,0,0
6,3,0,0,0
0,-1,0,0,0
1,2,0,0,0
5,4,0,0,1
-3,0,0,0,0
5,3,0,0,0
7,3,0,0,0
