2,3,4,True,False
0,0,0,15579,2117608
1,0,0,1225,80095
10,45,120,0,26
8,28,56,0,15
6,15,20,1,40
2,1,0,70,4646
5,10,10,6,127
4,6,4,8,241
3,3,1,23,1176
4,3,1,1,91
5,6,4,2,12
2,0,0,69,3079
3,1,0,8,339
4,2,0,1,5
3,0,0,5,117
4,1,0,2,8
5,3,1,0,0
5,4,1,0,1
7,15,20,0,1
6,10,10,0,6
1,1,0,0,0
-1,0,0,0,0
4,0,0,0,4
7,11,10,0,1
6,6,2,0,1
6,3,1,0,0
5,1,0,0,2
3,2,0,0,4
4,4,1,0,2
2,3,1,0,0
0,-1,0,0,0
5,2,0,0,2
1,-1,0,0,0
4,3,0,0,1
2,2,0,0,0
-2,-1,0,0,0
-1,-1,0,0,0
3,5,4,0,0
2,5,4,0,0
1,2,1,0,0
6,2,0,0,0
-1,1,1,0,0
-4,-2,0,0,0
2,2,1,0,0
1,1,1,0,0
5,7,4,0,0
-2,0,0,0,0
6,3,0,0,0
-1,-2,0,0,0
