2,3,-1
6,5,4
7,9,2
13,18,6
5,5,3
6,7,3
6,7,2
6,5,4
8,8,3
7,11,3
7,11,4
8,12,3
6,9,2
2,1,1
5,7,2
7,10,4
3,1,2
