2,3,4,True,False
0,0,0,15451,2111061
1,0,0,1265,83138
11,55,165,0,12
7,21,35,0,18
4,6,4,8,355
2,1,0,97,5265
3,3,1,17,1215
4,3,1,5,71
3,1,0,8,392
2,0,0,93,3380
5,6,4,2,15
7,15,20,0,0
6,15,20,0,25
4,2,0,1,14
5,3,1,0,4
5,4,1,0,8
4,1,0,1,23
3,0,0,6,127
6,6,4,0,3
5,10,10,1,35
6,10,10,0,3
-1,0,0,0,0
1,1,0,0,0
7,11,10,0,0
5,1,0,0,2
6,7,4,0,1
4,0,0,0,4
3,2,0,0,8
6,6,2,0,1
0,1,0,0,0
2,3,1,0,0
-2,0,0,0,0
1,-1,0,0,0
1,3,1,0,0
4,4,1,0,0
0,-1,0,0,0
-2,-1,0,0,0
1,2,1,0,0
5,2,0,0,2
5,7,4,0,0
4,7,4,0,0
7,7,4,0,0
4,5,2,0,1
5,6,2,0,0
4,6,2,0,0
-1,-1,0,0,0
6,3,0,0,1
2,2,0,0,0
5,0,0,0,0
-3,0,0,0,0
-4,-2,0,0,0
4,3,0,0,0
5,3,0,0,0
-3,-1,0,0,0
-1,-2,0,0,0
1,1,1,0,0
2,2,1,0,0
