2,3,4,True,False
0,0,0,16291,2149324
1,0,0,1007,64288
11,55,165,0,12
5,10,10,3,94
2,1,0,57,3556
2,0,0,37,1943
3,1,0,6,202
3,3,1,18,818
4,3,1,2,39
4,6,4,7,263
5,6,4,2,12
6,10,10,1,1
6,15,20,2,31
7,11,10,0,2
6,7,4,0,1
7,9,5,0,0
6,6,2,0,1
-1,0,0,0,0
3,0,0,0,43
4,2,0,1,6
1,1,0,0,0
0,1,0,0,0
6,6,4,0,1
4,1,0,1,7
-2,0,0,0,0
7,15,20,0,1
3,2,0,0,4
4,0,0,0,1
5,1,0,0,1
5,3,1,0,1
7,21,35,0,1
-1,-1,0,0,0
5,2,0,0,0
2,3,1,0,0
1,3,1,0,0
-2,-1,0,0,0
1,2,1,0,0
5,4,1,0,0
4,4,1,0,1
0,-1,0,0,0
6,4,1,0,0
3,2,1,0,0
1,-1,0,0,0
3,4,1,0,0
2,2,1,0,0
4,3,0,0,0
-4,-2,0,0,0
-1,-2,0,0,0
6,3,0,0,0
