2,3,4,True,False
0,0,0,15101,2094230
1,0,0,1346,90352
10,45,120,0,13
9,36,84,0,14
7,21,35,0,16
2,1,0,98,5817
3,3,1,25,1428
3,1,0,9,457
4,3,1,2,99
2,0,0,79,3807
5,10,10,6,76
6,10,10,0,6
6,15,20,2,53
4,6,4,7,297
3,0,0,7,143
5,6,4,1,9
4,2,0,0,22
5,4,1,0,16
6,7,4,0,2
-1,0,0,0,0
4,1,0,0,36
5,3,1,0,9
4,0,0,0,7
1,1,0,0,0
6,6,4,0,0
2,2,0,0,0
3,2,0,3,24
6,6,2,0,0
7,9,5,0,0
5,1,0,0,1
-2,0,0,0,0
4,3,0,0,2
2,2,1,0,0
4,4,1,1,7
1,-1,0,0,0
0,1,0,0,0
6,4,1,0,0
2,3,1,0,0
1,2,1,0,0
5,2,0,0,1
4,5,2,0,1
6,2,0,0,0
1,3,1,0,0
3,2,1,0,0
5,0,0,0,0
0,2,1,0,0
0,-1,0,0,0
-2,-1,0,0,0
-1,1,0,0,0
-2,1,0,0,0
1,1,1,0,0
0,0,1,0,0
5,4,0,0,0
