2,3,4,True,False
0,0,0,15607,2120504
1,0,0,1224,77859
11,55,165,0,12
6,15,20,0,106
5,10,10,6,175
3,3,1,28,1328
4,6,4,5,333
2,1,0,73,5067
4,3,1,1,62
2,0,0,81,2919
3,1,0,10,290
6,10,10,0,6
7,15,20,1,3
5,6,4,1,8
4,2,0,0,18
6,7,4,0,2
7,11,10,0,1
5,4,1,0,3
5,3,1,0,3
4,1,0,3,16
3,0,0,4,105
1,1,0,0,0
-1,0,0,0,0
7,10,10,0,2
0,1,0,0,0
3,2,0,0,16
7,9,5,0,0
4,0,0,0,3
5,1,0,0,1
2,3,1,0,0
-2,0,0,0,0
0,-1,0,0,0
5,2,0,0,1
1,-1,0,0,0
4,3,0,0,7
4,4,1,1,1
6,5,1,0,0
5,3,0,0,0
-2,-1,0,0,0
6,6,4,0,0
2,2,1,0,0
2,2,0,0,0
3,4,1,0,0
5,7,4,0,0
-1,-1,0,0,0
