2,3,True,False
0,0,14299,2056817
1,0,1578,106535
11,55,0,12
6,15,2,106
5,10,8,215
2,1,124,7439
4,6,11,664
3,3,30,2166
4,3,5,166
5,6,2,33
2,0,115,5546
7,15,0,2
6,10,1,11
3,1,11,588
3,0,4,320
7,11,0,3
6,7,0,2
5,4,1,26
4,2,0,32
-1,0,0,0
5,3,0,4
6,6,1,6
7,10,0,2
4,1,1,56
-2,0,0,0
4,0,0,22
3,2,2,17
1,1,0,0
5,2,1,2
5,1,0,5
5,0,0,0
0,1,0,0
6,4,0,1
7,7,0,1
7,21,0,1
6,21,0,0
5,7,0,0
4,4,0,0
2,2,0,0
0,-1,0,0
6,2,0,1
4,5,0,1
3,5,0,0
2,4,0,0
1,2,0,0
2,3,0,0
0,2,0,0
-2,-1,0,0
1,-1,0,0
-3,-1,0,0
-5,-2,0,0
-4,-2,0,0
