2,3,True,False
0,0,13994,2034990
1,0,1598,116030
2,0,130,6562
11,55,0,24
10,45,0,26
2,1,118,8302
9,36,0,28
8,28,0,15
7,21,1,28
6,15,4,72
3,3,38,2445
4,3,5,182
4,6,18,1110
5,6,3,86
5,10,1,411
6,10,1,30
3,1,18,789
8,16,0,1
7,15,0,0
8,21,0,1
9,22,0,0
7,11,0,2
4,2,2,43
6,7,0,11
5,3,1,11
4,1,3,55
1,1,0,0
5,4,0,33
-1,0,0,0
-2,0,0,0
3,0,7,373
6,6,0,9
7,10,0,4
3,2,2,39
4,0,0,19
8,13,0,1
5,1,0,7
6,4,1,2
7,9,0,5
5,0,0,0
5,2,0,3
0,1,0,0
2,2,0,0
4,4,0,4
2,3,0,0
4,5,0,2
3,5,0,0
7,4,0,0
7,5,0,0
6,2,0,1
5,5,0,1
-3,-1,0,0
-2,-1,0,0
0,-1,0,0
-1,-1,0,0
-3,0,0,0
