2,3,True,False
0,0,10838,1850222
1,0,2021,177441
11,55,0,23
10,45,1,72
9,36,5,196
8,28,8,347
2,1,183,14809
9,28,0,18
7,15,3,20
6,15,13,479
5,10,13,786
4,6,21,2121
2,0,261,16847
5,6,5,226
6,10,0,73
7,21,5,358
8,21,0,7
10,36,0,9
3,3,52,5018
3,1,51,2457
4,3,11,744
-1,0,0,0
5,4,3,103
4,1,5,352
6,6,1,44
7,10,0,6
8,11,0,3
7,7,1,4
6,7,0,39
7,9,0,33
7,11,0,16
1,1,0,0
0,1,0,0
3,0,34,1552
9,16,0,3
10,20,1,0
9,13,0,7
8,9,0,8
10,18,0,4
12,31,0,2
11,24,0,2
7,6,0,8
6,4,0,22
-2,0,0,0
5,3,0,52
5,1,1,62
11,45,0,5
12,55,0,1
3,2,6,107
5,2,0,15
2,2,0,0
4,2,1,127
8,13,0,6
4,0,8,117
4,4,2,27
8,12,0,3
6,3,0,16
5,0,1,31
6,1,0,16
7,3,0,5
8,6,0,2
8,10,0,1
6,2,0,4
2,3,0,0
5,5,3,11
3,4,0,0
0,-1,0,0
1,3,0,0
-1,2,0,0
4,5,0,6
1,2,0,0
0,2,0,0
-2,-1,0,0
-1,1,0,0
7,2,0,2
1,-1,0,0
