2,3,4,True,False
0,0,0,12187,1935947
1,0,0,1846,151339
11,55,165,0,12
7,21,35,11,531
5,10,10,18,970
6,15,20,20,877
2,0,0,221,11698
2,1,0,180,11909
8,28,56,2,197
6,10,10,2,71
3,3,1,27,2866
4,3,1,7,282
7,15,20,4,45
8,21,35,1,34
4,6,4,17,1403
3,1,0,29,1596
5,3,1,0,31
4,1,0,4,127
5,6,4,4,121
3,0,0,20,797
9,28,56,1,8
8,15,20,1,0
5,4,1,1,45
4,2,0,2,94
7,10,10,2,5
-1,0,0,0,0
-2,0,0,0,0
6,6,4,0,13
7,7,4,0,0
8,11,10,0,3
9,16,20,0,3
10,18,21,0,2
11,29,56,0,1
9,21,35,0,0
10,28,56,0,1
10,22,35,0,2
8,16,20,0,2
6,7,4,0,26
7,9,5,0,4
6,6,2,0,4
1,1,0,0,0
0,1,0,0,0
5,1,0,0,9
9,36,84,0,26
10,36,84,0,2
7,6,2,0,1
6,4,1,1,0
4,0,0,1,75
5,2,0,0,4
7,11,10,0,8
3,2,0,1,120
5,0,0,0,2
6,3,1,0,5
7,3,1,0,2
8,9,5,0,1
8,13,11,0,1
6,2,0,0,1
6,1,0,0,0
2,3,1,0,0
4,4,1,2,21
4,3,0,1,12
1,2,1,0,0
2,2,1,0,0
6,3,0,0,0
5,6,2,0,2
6,7,2,0,9
5,5,1,2,7
5,3,0,0,2
3,6,4,0,0
2,5,4,0,0
6,5,1,0,0
7,5,1,0,0
5,8,5,1,1
4,8,5,0,0
1,5,4,0,0
4,5,1,0,0
2,4,1,0,0
3,4,1,0,0
5,5,2,0,2
4,5,2,0,3
2,2,0,0,0
0,1,1,0,0
-2,-1,0,0,0
0,-1,0,0,0
1,1,1,0,0
1,-1,0,0,0
3,2,1,0,0
0,2,1,0,0
-3,-1,0,0,0
