2,3,True,False
0,0,6278,1474239
1,0,1819,239981
11,55,8,711
10,45,11,1050
11,45,5,142
9,36,15,1133
10,36,3,126
7,21,18,1306
8,21,3,185
6,15,15,2476
7,15,4,237
8,28,10,1395
9,28,1,149
2,1,160,23304
2,0,395,38269
12,66,2,217
3,1,80,7121
12,55,1,84
3,0,75,5750
4,0,12,754
13,66,0,16
13,78,1,83
14,78,0,3
13,46,1,0
5,10,10,1637
3,3,41,7328
4,3,22,2276
4,6,16,2560
11,36,1,16
4,2,4,560
14,36,0,8
15,42,0,1
3,2,4,269
2,2,0,0
0,1,0,0
-2,0,0,0
13,30,0,14
6,10,4,194
7,10,1,45
12,25,0,17
8,15,3,42
15,43,0,1
16,51,0,1
17,60,0,2
18,70,0,2
17,65,1,1
18,84,0,3
5,3,7,560
1,1,0,0
-1,0,0,0
14,66,0,5
17,72,0,2
15,51,0,5
12,45,0,5
16,55,0,1
5,2,2,179
4,1,28,1641
15,46,0,8
14,42,1,5
5,6,1,635
6,3,2,88
5,0,4,139
6,1,1,121
5,1,7,429
4,4,4,52
12,30,0,7
11,25,0,9
10,20,0,5
10,8,0,8
9,16,0,24
9,5,0,1
8,13,0,23
11,9,0,0
12,13,0,0
11,12,1,0
9,11,0,11
8,11,0,0
8,12,1,39
13,55,1,7
7,9,0,50
6,7,0,69
5,4,6,369
6,6,2,148
6,2,0,72
12,27,0,3
13,34,0,1
12,31,0,16
13,39,0,4
12,37,0,1
11,24,0,3
10,16,0,8
8,10,0,11
11,20,0,2
9,15,0,13
7,11,0,17
8,16,0,22
13,31,0,6
10,18,1,6
10,13,0,1
9,9,0,11
8,7,0,10
7,4,1,12
11,18,0,2
12,21,0,1
13,27,0,3
14,31,0,1
15,38,0,0
14,38,0,3
11,29,0,4
10,29,0,9
9,22,0,6
9,21,0,6
10,24,0,1
10,28,0,5
11,31,0,2
6,4,1,67
7,7,1,24
7,6,1,9
2,3,0,0
7,8,2,5
9,18,0,27
7,2,1,17
3,4,0,0
5,5,4,78
6,12,1,6
3,9,0,0
1,3,0,0
7,3,1,9
5,8,0,25
4,5,0,34
9,6,0,0
8,5,0,0
6,5,0,3
3,5,0,0
-1,-1,0,0
-3,-2,0,0
-4,-2,0,0
7,1,0,13
6,0,0,0
6,8,1,23
5,7,0,3
0,-1,0,0
-1,-2,0,0
