2,3,True,False
0,0,12367,1953037
1,0,1923,144743
11,55,0,36
8,28,5,183
7,21,4,169
6,15,10,318
8,21,1,9
5,10,9,580
6,10,1,37
2,1,168,11754
4,6,25,1586
5,6,0,136
3,3,39,4004
4,3,9,368
2,0,203,10804
3,1,19,1431
9,36,0,10
8,13,0,3
7,9,0,12
6,7,0,15
6,6,1,20
5,4,0,60
3,0,24,909
7,11,0,3
4,1,0,149
5,3,1,36
3,2,3,50
6,4,1,10
5,2,0,10
7,6,0,0
-1,0,0,0
-2,0,0,0
1,1,0,0
0,1,0,0
7,15,1,28
9,28,1,3
4,2,1,125
4,0,2,55
5,1,0,26
6,2,0,0
7,4,0,0
6,3,0,4
7,10,0,2
8,15,0,2
5,0,0,1
7,7,0,3
8,11,0,4
8,9,0,4
7,3,0,0
8,3,0,1
8,12,0,1
2,3,0,0
2,2,0,0
3,5,0,0
6,1,0,0
1,2,0,0
5,5,0,1
4,9,0,0
0,-1,0,0
-1,-2,0,0
-2,-1,0,0
-4,-2,0,0
4,4,0,0
1,-1,0,0
