2,3,4,True,False
0,0,0,12172,1938066
1,0,0,1900,149919
11,55,165,0,12
10,45,120,0,13
9,36,84,0,14
6,15,20,13,502
2,1,0,140,12277
7,21,35,3,233
5,10,10,10,518
8,21,35,0,11
8,28,56,1,55
9,28,56,0,4
7,15,20,2,44
6,10,10,0,49
2,0,0,203,11690
3,3,1,42,3320
4,3,1,5,397
4,6,4,27,2159
5,6,4,6,186
3,1,0,31,1618
9,16,14,0,2
10,21,24,0,0
9,18,21,0,3
10,24,36,0,1
8,13,11,0,3
7,11,10,0,3
8,16,20,0,6
6,7,4,1,29
3,0,0,25,856
8,12,8,0,3
7,6,2,0,3
7,9,5,0,17
6,4,1,0,20
6,6,4,1,15
5,4,1,3,38
5,3,1,2,25
7,7,4,1,21
4,1,0,8,116
4,2,0,1,86
8,15,20,0,3
5,1,0,1,20
7,10,10,0,9
10,18,21,0,1
-1,0,0,0,0
5,2,0,0,18
-2,0,0,0,0
3,2,0,1,104
4,0,0,1,47
4,4,1,0,8
0,1,0,0,0
1,1,0,0,0
6,6,2,0,9
8,11,10,0,1
6,3,1,0,3
8,9,5,0,3
9,12,8,0,4
7,6,4,0,1
8,6,4,0,1
9,6,4,0,0
6,1,0,0,1
5,0,0,0,2
2,3,1,0,0
6,11,10,0,0
-2,-1,0,0,0
4,3,0,0,11
5,5,1,0,3
1,-1,0,0,0
6,2,0,0,1
4,5,2,1,2
3,5,2,0,0
0,2,1,0,0
6,3,0,0,0
0,-1,0,0,0
2,2,1,0,0
-4,-2,0,0,0
5,3,0,0,0
5,4,0,0,0
-1,-2,0,0,0
