2,3,4,True,False
0,0,0,15882,2131713
1,0,0,1112,73528
11,55,165,0,12
8,28,56,1,14
2,1,0,64,4241
6,15,20,0,25
4,6,4,4,269
3,3,1,21,873
3,1,0,12,226
2,0,0,65,2507
4,3,1,2,59
5,10,10,1,47
6,10,10,0,1
5,6,4,0,12
6,7,4,0,2
4,2,0,1,19
5,4,1,0,2
-1,0,0,0,0
3,0,0,1,71
5,3,1,0,1
-2,0,0,0,0
5,1,0,0,0
4,1,0,0,4
4,0,0,0,3
0,1,0,0,0
1,1,0,0,0
7,11,10,0,1
3,2,0,3,14
5,2,0,0,0
2,3,1,0,0
-2,-1,0,0,0
4,4,1,0,0
1,2,1,0,0
-1,-1,0,0,0
6,2,0,0,1
4,5,2,0,1
5,6,2,0,0
-3,-1,0,0,0
0,2,1,0,0
2,2,1,0,0
6,4,1,0,0
3,6,4,0,0
4,3,0,0,0
-3,0,0,0,0
-4,-2,0,0,0
0,-1,0,0,0
-1,-2,0,0,0
5,0,0,0,0
1,-1,0,0,0
-2,1,0,0,0
-1,1,0,0,0
1,2,0,0,0
0,2,0,0,0
2,2,0,0,0
6,1,0,0,0
