2,3,4,True,False
0,0,0,4491,1225031
1,0,0,1384,247374
11,55,165,14,1138
12,66,220,10,1259
13,78,286,8,725
14,91,364,3,422
14,78,286,1,36
2,1,0,175,28520
15,91,364,1,12
2,0,0,353,46506
6,15,20,10,2427
7,21,35,10,1884
8,28,56,3,1393
9,36,84,2,525
13,66,220,2,107
3,3,1,34,7193
7,6,2,2,18
6,6,2,1,47
12,55,165,1,105
11,45,120,1,61
10,45,120,7,792
15,55,130,0,1
16,65,175,0,1
3,1,0,86,9797
17,76,230,1,1
5,10,10,13,2761
16,91,364,0,9
15,78,286,1,14
4,0,0,26,1808
3,0,0,78,9174
5,3,1,5,509
4,3,1,15,2571
11,36,84,1,10
10,36,84,1,46
10,28,56,0,3
9,28,56,1,72
15,105,455,1,166
6,4,1,0,174
13,55,165,1,16
12,45,120,0,21
6,3,0,2,67
5,2,0,5,540
4,1,0,29,2803
6,1,0,3,380
14,66,220,3,22
5,0,0,3,201
7,2,0,0,9
4,6,4,11,4231
4,4,1,2,339
5,4,1,3,331
5,3,0,4,69
3,2,0,1,372
1,1,0,0,0
7,15,20,3,224
8,21,35,1,140
4,2,0,6,1162
6,10,10,3,408
5,1,0,5,917
5,6,4,7,811
19,81,240,0,1
20,93,306,0,1
19,88,296,1,3
10,20,20,0,24
20,101,374,0,2
11,25,30,1,33
18,88,296,0,0
12,30,40,0,16
11,11,10,0,17
17,105,455,1,8
10,11,10,1,15
16,105,455,0,8
11,16,20,0,4
7,3,0,0,65
16,120,560,0,28
12,16,20,0,1
17,91,364,0,1
9,11,10,0,3
8,11,10,2,34
13,36,55,0,3
4,3,0,1,17
2,2,0,0,0
0,1,0,0,0
12,31,45,0,36
11,27,39,0,28
10,24,36,0,5
7,5,1,0,24
12,34,60,0,28
17,66,155,0,6
18,76,200,0,6
16,57,119,0,3
15,51,104,0,5
10,21,24,0,26
16,60,140,0,8
9,18,21,0,16
17,60,140,0,15
18,66,155,0,9
18,70,185,0,13
17,65,175,0,10
18,76,230,0,2
16,61,169,0,1
15,51,124,0,5
14,45,120,0,8
15,55,165,0,1
16,55,165,0,0
17,55,165,0,18
6,3,1,1,205
9,16,14,0,47
16,55,130,0,1
16,45,120,0,15
14,46,120,1,11
19,76,200,0,7
15,56,165,0,12
6,0,0,2,67
14,28,56,0,2
15,43,76,0,5
13,28,56,0,12
14,36,55,1,3
12,21,35,0,7
13,25,30,0,6
12,25,30,0,7
11,21,24,0,13
11,15,20,0,10
12,27,39,0,4
8,12,8,0,12
10,15,20,0,5
9,15,20,0,3
10,16,14,0,3
8,10,10,0,6
7,9,5,0,61
8,13,11,0,107
13,31,45,1,10
10,21,35,0,7
10,22,35,0,30
13,34,60,0,4
12,31,57,0,2
11,28,56,0,6
11,29,56,0,28
13,39,85,0,5
12,37,84,0,30
12,36,84,0,12
11,37,84,0,1
13,45,120,0,1
13,46,120,0,6
12,46,120,0,6
13,36,84,1,3
6,7,4,2,182
6,2,0,2,139
9,16,20,1,17
8,16,20,0,35
7,11,10,1,75
9,21,35,0,10
11,24,36,0,1
10,18,21,0,18
9,13,11,0,10
7,10,10,1,89
-1,0,0,0,0
14,31,57,0,16
13,24,36,0,8
11,13,11,0,14
10,13,11,0,0
6,6,4,2,257
7,1,0,0,6
9,10,10,0,27
7,3,1,1,116
7,6,4,3,68
8,6,4,0,42
7,7,4,1,89
5,7,4,0,25
3,6,4,0,0
8,8,4,0,6
8,7,4,0,0
8,4,1,0,6
7,4,1,1,2
8,3,0,0,40
5,5,1,0,15
0,-1,0,0,0
-1,-1,0,0,0
6,7,2,1,68
3,4,1,0,0
7,9,3,0,3
8,10,3,0,0
7,8,2,0,0
8,9,2,0,0
9,9,2,0,0
8,7,1,0,0
7,6,1,0,8
5,8,5,0,23
6,4,0,1,12
7,4,0,0,0
11,3,0,0,12
10,3,0,0,10
9,8,2,0,23
8,6,1,0,0
10,6,1,0,0
9,4,0,0,0
12,4,0,1,11
11,4,0,0,0
9,3,0,0,0
5,5,2,3,44
2,2,1,0,0
8,15,20,0,20
4,5,2,2,115
6,5,1,0,2
5,6,2,0,0
7,7,2,0,0
-2,-1,0,0,0
-4,-2,0,0,0
8,2,0,0,22
9,2,0,0,18
1,2,1,0,0
8,4,0,0,0
8,7,2,0,0
2,3,1,0,0
8,5,1,0,32
