2,3,True,False
0,0,13341,2004612
1,0,1739,127204
2,0,151,7867
10,45,0,13
9,36,0,14
8,28,0,15
6,15,6,280
7,15,0,24
2,1,141,9189
5,10,9,385
6,10,3,20
4,6,16,1245
5,6,2,82
3,1,22,1062
4,3,4,271
3,3,48,3370
10,21,0,1
9,18,0,3
8,13,0,0
9,16,0,1
8,12,0,2
7,9,1,5
6,7,0,12
4,2,1,62
7,11,1,2
1,1,0,0
7,21,0,18
8,21,0,1
3,0,14,436
6,6,1,21
5,4,0,44
-1,0,0,0
7,10,0,2
5,3,0,25
4,1,2,86
4,0,0,26
0,1,0,0
3,2,0,31
6,2,0,1
5,1,0,14
5,0,0,1
6,1,0,4
7,2,1,0
6,3,0,7
2,2,0,0
8,16,0,1
6,4,0,5
7,7,0,2
5,2,0,4
7,3,0,1
8,3,0,0
3,6,0,0
2,3,0,0
4,4,1,5
-2,-1,0,0
5,5,0,6
0,-1,0,0
1,2,0,0
-2,0,0,0
-1,-1,0,0
