2,3,True,False
0,0,11370,1886257
1,0,1979,167716
11,55,0,36
10,45,0,25
8,28,2,113
6,15,16,843
5,10,18,1136
2,1,170,13250
4,6,24,1921
6,10,2,108
5,6,8,186
3,3,44,4048
4,3,13,542
3,1,46,2038
2,0,241,14242
8,21,3,22
7,21,6,321
3,0,35,1256
9,28,1,10
7,15,1,65
10,20,0,1
8,13,0,4
7,9,0,12
4,0,5,102
8,12,0,5
9,16,0,4
6,6,0,25
5,4,1,75
6,7,1,22
7,11,0,11
8,16,0,5
8,15,0,4
7,10,1,9
3,2,3,132
8,11,0,4
7,7,0,5
8,9,0,2
7,6,0,2
5,3,1,36
4,1,5,242
6,4,0,11
9,13,0,0
-1,0,0,0
11,45,0,1
10,36,1,0
9,36,0,13
1,1,0,0
5,1,0,24
9,18,0,1
10,21,0,0
4,4,0,36
5,2,0,29
4,2,2,106
0,1,0,0
6,1,0,6
7,3,0,3
5,0,1,1
2,2,0,0
6,3,0,3
2,3,0,0
6,2,0,7
3,4,0,0
5,5,0,9
4,5,0,21
3,6,0,0
1,-1,0,0
5,7,0,1
6,5,0,4
-2,0,0,0
0,-1,0,0
1,2,0,0
-1,1,0,0
