2,3,4,True,False
0,0,0,16490,2158226
1,0,0,961,60212
11,55,165,0,12
8,28,56,0,15
2,1,0,54,3191
3,3,1,11,535
3,1,0,7,156
2,0,0,48,1748
4,3,1,1,20
4,6,4,4,115
5,6,4,0,3
3,0,0,1,46
6,15,20,0,9
5,4,1,0,6
4,2,0,0,5
-1,0,0,0,0
4,1,0,0,5
-2,0,0,0,0
5,10,10,0,19
1,1,0,0,0
5,3,1,0,1
6,7,4,0,0
7,7,4,0,1
6,4,1,0,0
4,0,0,0,4
3,2,0,0,2
2,2,1,0,0
0,-1,0,0,0
4,4,1,0,0
-2,-1,0,0,0
1,2,1,0,0
5,2,0,0,0
-1,-1,0,0,0
1,-1,0,0,0
0,1,0,0,0
2,3,1,0,0
6,5,1,0,0
6,11,10,0,0
6,3,0,0,0
-4,-2,0,0,0
4,3,0,0,0
0,-2,0,0,0
1,-2,0,0,0
-3,-2,0,0,0
-3,0,0,0,0
5,1,0,0,0
