2,3,4,True,False
0,0,0,9587,1762418
1,0,0,2056,197549
11,55,165,2,163
10,45,120,4,308
9,36,84,5,405
8,28,56,9,535
7,21,35,13,543
2,0,0,329,22508
8,21,35,2,39
9,28,56,3,37
2,1,0,157,16525
7,15,20,3,140
6,15,20,14,1443
5,10,10,23,2269
6,10,10,3,260
3,0,0,40,2080
4,6,4,35,3270
5,6,4,4,291
3,3,1,52,4579
3,1,0,50,3463
12,66,220,0,33
4,3,1,7,637
11,45,120,1,10
12,55,165,0,3
3,2,0,6,314
11,36,84,1,14
10,36,84,0,15
4,2,0,5,235
-1,0,0,0,0
12,45,120,0,2
10,28,56,2,7
11,37,84,0,1
4,1,0,12,580
5,3,1,4,101
9,21,35,0,10
1,1,0,0,0
10,16,14,0,12
9,12,8,1,2
9,13,11,0,3
8,11,10,0,1
7,10,10,1,37
8,15,20,0,7
5,1,0,1,90
6,2,0,0,10
5,2,0,2,54
7,9,5,2,27
8,9,5,1,5
10,18,21,0,2
11,21,24,0,6
5,3,0,0,6
8,16,20,0,23
9,22,35,0,0
10,24,36,0,1
11,31,57,0,1
9,18,21,0,3
10,21,24,0,5
11,25,30,0,1
10,20,20,0,0
7,11,10,1,20
6,7,4,0,67
5,4,1,1,85
8,13,11,0,27
6,6,2,0,29
7,6,2,0,5
7,7,4,0,7
8,7,4,0,1
6,4,1,0,22
7,6,4,0,10
6,3,1,0,16
4,0,0,3,147
6,1,0,0,6
9,16,20,0,3
7,2,0,1,11
8,4,1,1,0
6,6,4,0,49
2,2,0,0,0
8,12,8,0,3
9,16,14,0,3
8,6,4,0,15
9,10,10,0,1
10,15,20,0,1
8,10,10,0,4
0,1,0,0,0
7,3,1,0,8
5,0,0,1,7
6,3,0,0,1
4,4,1,1,47
5,7,4,0,3
-2,0,0,0,0
2,-1,0,0,0
2,3,1,0,0
5,6,2,0,10
6,7,2,0,0
5,5,1,1,18
4,3,0,0,26
0,-1,0,0,0
3,5,4,0,0
-1,-1,0,0,0
-2,-1,0,0,0
6,5,1,0,1
7,5,1,0,0
1,2,1,0,0
7,3,0,0,1
3,4,1,0,0
5,5,2,0,14
4,5,2,0,1
2,2,1,0,0
6,0,0,0,1
7,1,0,0,3
-3,-2,0,0,0
3,2,1,0,0
-4,-2,0,0,0
8,4,0,0,0
1,-1,0,0,0
6,6,1,0,0
5,4,0,0,0
0,-2,0,0,0
-1,-2,0,0,0
8,5,1,0,0
