2,3,4,True,False
0,0,0,15764,2124675
1,0,0,1165,76850
11,55,165,0,12
8,28,56,0,15
2,1,0,75,4442
6,15,20,1,64
3,3,1,15,1037
3,1,0,8,317
4,6,4,6,305
5,10,10,6,91
6,10,10,0,3
7,15,20,1,2
2,0,0,73,2795
4,3,1,2,63
7,11,10,0,1
4,2,0,1,8
1,1,0,0,0
-1,0,0,0,0
3,0,0,2,85
0,1,0,0,0
5,6,4,0,20
4,1,0,1,5
7,21,35,0,17
8,21,35,0,0
-2,0,0,0,0
6,6,2,0,0
5,4,1,0,5
6,7,4,0,2
4,0,0,0,9
6,6,4,0,0
3,2,0,0,9
7,9,5,0,0
2,3,1,0,0
0,-1,0,0,0
5,1,0,0,0
5,3,1,0,2
4,4,1,0,1
-1,-1,0,0,0
1,-1,0,0,0
2,-1,0,0,0
2,2,1,0,0
4,3,0,0,1
5,2,0,0,0
-2,-1,0,0,0
1,2,1,0,0
0,1,1,0,0
-3,-2,0,0,0
-4,-2,0,0,0
-1,-2,0,0,0
6,3,0,0,0
5,3,0,0,0
2,2,0,0,0
3,3,0,0,0
