2,3,True,False
0,0,4455,1231998
1,0,1398,250578
11,55,7,717
12,66,11,810
13,78,5,574
2,0,376,46879
2,1,145,26063
3,1,82,9713
6,15,14,2566
7,21,6,2569
8,28,7,696
3,3,29,6598
4,0,13,2111
3,0,69,7270
7,6,1,15
6,6,3,200
14,91,6,524
15,105,4,345
16,120,1,132
16,91,0,4
15,91,2,48
14,78,1,47
15,78,1,12
14,66,1,34
13,66,0,93
3,2,4,539
4,2,9,941
5,10,11,1578
4,6,9,3564
12,55,2,96
16,105,0,8
5,2,7,337
6,2,0,65
9,36,4,1293
4,3,18,2514
17,105,0,3
18,120,1,0
17,120,0,6
17,136,0,30
1,1,0,0
4,1,31,2573
5,1,9,851
5,3,7,577
7,15,2,176
6,5,2,104
6,3,4,202
6,10,2,255
20,101,0,8
21,106,0,1
20,93,0,0
19,88,0,1
18,76,0,0
4,4,0,193
19,81,0,10
10,45,3,614
5,0,2,615
17,60,0,10
11,45,2,101
16,60,0,4
12,45,1,21
17,70,0,6
13,55,0,12
18,81,0,8
19,93,0,0
18,88,1,8
7,5,0,3
5,4,3,478
19,101,0,1
11,16,0,11
12,17,0,6
11,12,0,3
10,11,0,11
9,3,0,19
11,11,0,2
8,3,0,54
8,1,1,4
7,1,3,75
6,1,4,273
9,11,0,8
8,7,0,33
7,4,1,7
8,21,2,121
8,5,1,1
6,7,1,150
11,36,1,23
10,36,1,215
7,11,0,54
15,51,0,1
14,46,1,46
13,42,0,5
5,6,4,626
14,51,0,4
15,55,0,7
13,38,0,7
12,34,0,1
9,28,0,88
11,27,0,16
7,3,2,51
12,31,0,9
9,21,0,9
10,28,0,7
13,28,0,15
14,36,0,24
13,48,0,3
15,45,0,26
16,55,0,4
15,61,0,4
16,51,0,18
17,57,0,9
16,49,0,5
18,66,0,12
13,37,0,38
12,29,1,22
15,43,0,13
15,36,0,5
16,45,0,2
9,18,0,55
10,24,0,12
12,28,0,4
11,29,0,8
10,29,0,0
11,28,1,10
8,16,0,45
12,36,0,18
15,46,0,5
14,38,0,1
13,45,0,11
14,55,0,28
8,13,0,20
15,66,0,12
-1,0,0,0
9,22,0,30
9,15,0,7
10,16,1,10
10,21,0,5
11,21,0,14
11,22,1,6
7,9,1,72
11,25,0,5
10,19,0,17
8,10,0,5
10,22,1,11
7,8,1,16
8,12,1,23
13,34,0,2
12,27,0,11
12,30,0,2
13,30,1,8
12,25,0,2
13,31,0,0
9,16,0,11
10,18,0,16
6,4,1,123
11,24,0,28
6,0,0,40
7,7,1,96
2,2,0,0
0,1,0,0
8,8,0,16
5,7,0,6
2,3,0,0
9,10,0,5
3,6,0,0
7,10,0,6
8,11,0,4
10,13,1,15
6,11,1,3
2,5,0,0
-2,-1,0,0
8,9,0,5
7,2,2,62
5,8,0,31
1,-1,0,0
-2,0,0,0
5,5,0,57
9,7,0,14
4,5,3,29
8,6,0,30
8,2,0,3
1,2,0,0
-3,-1,0,0
8,4,0,4
