2,3,4,True,False
0,0,0,11728,1907360
1,0,0,2006,161218
11,55,165,0,12
10,45,120,1,51
2,1,0,159,12854
9,36,84,1,152
8,28,56,8,250
7,21,35,9,560
8,21,35,2,26
9,28,56,0,9
5,10,10,19,829
6,10,10,1,62
6,15,20,13,876
7,15,20,3,46
4,6,4,20,1705
5,6,4,5,172
2,0,0,223,13146
3,0,0,26,1019
3,3,1,54,4030
11,27,39,0,1
9,16,14,0,2
7,9,5,0,13
6,7,4,0,26
7,11,10,1,11
4,3,1,5,459
8,16,20,0,3
9,22,35,1,5
3,1,0,46,1924
9,21,35,0,3
7,10,10,0,9
-1,0,0,0,0
5,4,1,2,53
8,15,20,1,11
3,2,0,2,85
9,18,21,0,2
8,13,11,0,4
10,24,36,0,0
10,28,56,0,0
11,36,84,0,4
8,11,10,0,2
6,6,4,0,21
4,1,0,3,219
6,6,2,0,7
4,2,0,2,100
1,1,0,0,0
10,36,84,1,1
5,1,0,0,12
4,3,0,3,8
6,3,0,0,3
5,2,0,2,18
5,3,1,1,54
4,0,0,5,86
6,4,1,0,19
8,12,8,0,3
-2,0,0,0,0
0,1,0,0,0
7,7,4,0,3
7,6,2,0,6
7,6,4,0,6
8,6,4,0,1
6,3,1,0,3
5,0,0,0,6
4,4,1,0,19
2,3,1,0,0
6,7,2,1,5
5,6,2,0,3
5,5,1,0,3
1,-1,0,0,0
2,2,0,0,0
5,3,0,1,0
3,4,1,0,0
1,3,1,0,0
-3,-1,0,0,0
-2,-1,0,0,0
3,2,1,0,0
5,4,0,0,0
0,-1,0,0,0
6,1,0,0,5
2,2,1,0,0
1,2,1,0,0
6,2,0,0,1
-1,-1,0,0,0
-1,1,1,0,0
1,1,1,0,0
