2,3,4,True,False
0,0,0,15954,2136243
1,0,0,1105,70726
10,45,120,0,13
5,10,10,8,121
4,6,4,8,312
3,3,1,18,947
2,1,0,70,4035
3,1,0,4,239
4,3,1,5,42
2,0,0,56,2236
6,15,20,1,42
5,4,1,0,6
6,6,2,0,1
7,9,5,0,0
6,7,4,0,3
4,2,0,3,10
5,6,4,0,16
-1,0,0,0,0
3,0,0,2,80
4,1,0,0,7
5,3,1,0,1
1,1,0,0,0
6,10,10,0,2
7,15,20,0,0
7,21,35,0,16
8,21,35,0,0
4,0,0,0,5
-2,0,0,0,0
5,1,0,0,2
3,2,0,0,8
0,1,0,0,0
2,3,1,0,0
2,2,1,0,0
4,4,1,0,2
3,4,1,0,0
-2,-1,0,0,0
5,2,0,0,0
0,-1,0,0,0
1,2,1,0,0
-1,-1,0,0,0
5,5,1,0,0
-4,-2,0,0,0
6,3,0,0,0
2,2,0,0,0
-1,-2,0,0,0
-3,-2,0,0,0
