2,3,4,True,False
0,0,0,15793,2125044
1,0,0,1146,75941
2,0,0,76,2933
11,55,165,0,12
7,21,35,1,31
2,1,0,71,4953
5,10,10,2,63
4,6,4,7,266
3,3,1,12,1053
3,1,0,12,293
4,3,1,2,61
5,6,4,0,8
6,15,20,2,31
8,16,20,0,1
7,15,20,0,1
6,10,10,0,2
5,4,1,1,6
-1,0,0,0,0
3,0,0,6,108
1,1,0,0,0
6,6,4,0,1
5,3,1,0,2
4,1,0,0,13
6,7,4,0,1
4,2,0,1,9
7,11,10,0,1
4,0,0,0,5
3,2,0,0,9
0,1,0,0,0
5,1,0,0,1
1,-1,0,0,0
-2,0,0,0,0
2,2,0,0,0
0,-1,0,0,0
-2,-1,0,0,0
2,2,1,0,0
4,4,1,0,2
3,4,1,0,0
5,2,0,0,3
4,5,2,0,1
-1,-1,0,0,0
-3,-1,0,0,0
4,3,0,0,1
5,5,1,0,0
6,4,1,0,0
3,6,4,0,0
7,7,4,0,0
-4,-2,0,0,0
0,-2,0,0,0
-3,0,0,0,0
-1,1,0,0,0
-2,1,0,0,0
1,1,1,0,0
