2,3,4,True,False
0,0,0,16559,2162667
1,0,0,928,57789
11,55,165,0,12
7,21,35,1,15
6,15,20,0,26
2,1,0,58,3091
3,3,1,15,695
2,0,0,45,1493
3,1,0,3,180
4,3,1,1,33
3,0,0,1,31
4,2,0,0,3
5,4,1,0,1
5,2,0,0,1
4,1,0,0,7
-1,0,0,0,0
4,6,4,1,67
5,6,4,0,3
-2,0,0,0,0
0,1,0,0,0
1,1,0,0,0
4,0,0,0,1
6,6,4,0,1
3,2,0,0,5
5,3,1,0,1
4,4,1,1,0
-2,-1,0,0,0
5,1,0,0,0
3,4,1,0,0
6,2,0,0,0
2,2,0,0,0
-1,-1,0,0,0
1,2,1,0,0
2,3,1,0,0
-3,0,0,0,0
0,-1,0,0,0
-1,-2,0,0,0
1,-1,0,0,0
4,3,0,0,0
-4,-2,0,0,0
6,3,0,0,0
-5,-2,0,0,0
-3,-1,0,0,0
-1,1,0,0,0
1,2,0,0,0
-2,-2,0,0,0
5,3,0,0,0
