2,3,True,False
0,0,14239,2048150
1,0,1558,110341
11,55,0,12
10,45,0,13
2,1,131,7803
7,21,1,38
6,15,2,87
5,10,7,333
3,3,39,2429
4,3,5,211
2,0,136,5812
3,1,17,738
4,6,17,927
5,6,1,56
6,10,0,23
9,16,0,1
8,12,0,2
6,7,0,9
4,2,1,35
5,3,0,5
4,1,1,57
6,4,0,0
5,4,1,21
7,9,0,3
3,0,7,306
-1,0,0,0
7,10,0,3
6,6,0,4
-2,0,0,0
4,0,2,17
7,15,0,8
6,3,1,0
3,2,3,36
5,2,0,0
7,11,0,1
1,1,0,0
8,13,0,2
7,7,0,2
8,11,0,4
5,1,0,0
6,1,0,0
5,0,0,1
5,15,0,0
3,6,0,0
2,3,0,0
-2,-1,0,0
2,2,0,0
4,4,0,2
1,-1,0,0
1,2,0,0
-1,-1,0,0
7,3,0,1
6,2,0,0
0,-1,0,0
1,3,0,0
-3,-1,0,0
0,2,0,0
-1,-2,0,0
-4,-2,0,0
0,-2,0,0
0,1,0,0
