2,3,4,True,False
0,0,0,16026,2138621
1,0,0,1129,69830
10,45,120,0,13
5,10,10,4,69
2,1,0,56,4254
3,3,1,11,911
4,3,1,0,49
3,1,0,10,241
2,0,0,56,2287
4,6,4,6,149
5,6,4,0,6
6,15,20,0,10
4,2,0,2,3
5,4,1,0,4
5,3,1,0,4
4,1,0,0,4
1,1,0,0,0
-1,0,0,0,0
6,6,4,0,1
6,7,4,0,1
-2,0,0,0,0
3,0,0,3,61
0,1,0,0,0
4,0,0,0,1
6,6,2,0,0
5,0,0,0,0
2,3,1,0,0
3,2,0,0,5
6,4,1,0,0
4,4,1,0,1
-2,-1,0,0,0
5,5,1,0,1
2,2,1,0,0
1,2,1,0,0
5,2,0,0,0
0,-1,0,0,0
0,2,1,0,0
-1,-2,0,0,0
6,3,0,0,0
-4,-2,0,0,0
4,3,0,0,0
5,3,0,0,0
1,-1,0,0,0
0,-2,0,0,0
2,2,0,0,0
