2,3,True,False
0,0,10258,1813032
1,0,2066,186033
11,55,1,45
10,45,2,97
2,1,200,14528
9,36,3,161
8,28,7,308
2,0,288,19102
6,15,8,758
5,10,21,1735
6,10,2,168
7,21,8,352
8,21,1,28
9,28,2,9
10,36,1,3
3,0,29,1820
3,3,51,4958
5,4,3,116
7,11,0,20
9,16,0,2
4,6,41,3298
8,12,0,5
4,3,19,702
7,9,0,37
5,6,5,316
8,13,1,16
6,7,1,69
6,6,0,58
7,15,0,66
9,18,0,9
3,1,49,3031
1,1,0,0
5,3,1,47
7,10,2,41
11,25,0,1
10,21,0,2
8,15,0,16
9,21,0,10
10,28,0,4
4,2,3,226
-1,0,0,0
11,45,0,5
12,55,0,2
3,2,3,163
4,1,4,265
5,1,2,73
7,6,3,3
4,0,6,164
5,0,0,5
8,16,0,7
6,4,1,11
5,2,1,25
7,7,0,7
8,11,0,3
6,3,0,13
2,3,0,0
0,1,0,0
9,15,0,1
10,15,0,6
11,21,0,1
10,24,0,1
8,10,0,4
4,10,0,0
3,6,0,0
7,4,0,0
6,2,1,13
4,4,0,26
7,3,0,0
6,1,0,1
2,2,0,0
3,9,0,0
-2,-1,0,0
5,5,0,7
3,4,0,0
4,5,1,15
5,7,1,3
2,5,0,0
5,8,1,0
3,7,0,0
4,8,0,0
6,8,1,1
3,5,0,0
1,2,0,0
6,5,0,4
-2,0,0,0
0,-1,0,0
1,-1,0,0
