2,3,4,True,False
0,0,0,14526,2066050
1,0,0,1467,102729
2,0,0,101,5152
11,55,165,0,24
10,45,120,0,13
7,21,35,1,29
2,1,0,107,6940
5,10,10,8,286
4,6,4,19,1185
3,3,1,41,1911
4,3,1,4,132
6,10,10,1,13
5,6,4,1,56
3,1,0,11,589
6,15,20,1,35
8,13,11,0,1
7,9,5,0,4
6,6,2,0,6
4,1,0,0,43
6,7,4,1,13
5,3,1,1,7
5,4,1,1,11
7,15,20,0,2
3,0,0,10,205
4,2,0,1,32
1,1,0,0,0
0,1,0,0,0
6,6,4,0,2
-1,0,0,0,0
-2,0,0,0,0
4,0,0,0,12
5,2,0,0,0
3,2,0,1,20
2,2,0,0,0
5,1,0,0,4
6,1,0,0,1
7,1,0,0,0
5,0,0,0,1
4,3,0,0,1
5,6,2,0,1
4,4,1,1,7
2,3,1,0,0
0,2,1,0,0
1,2,1,0,0
-2,-1,0,0,0
2,2,1,0,0
3,2,1,0,0
-1,-1,0,0,0
6,4,1,0,0
0,-1,0,0,0
5,5,1,0,0
1,3,1,0,0
1,1,1,0,0
2,1,1,0,0
-1,1,0,0,0
1,2,0,0,0
0,2,0,0,0
