2,3,4,True,False
0,0,0,10828,1849573
1,0,0,2018,174992
11,55,165,0,35
8,28,56,5,385
9,36,84,2,156
10,36,84,1,7
10,45,120,2,58
11,45,120,0,5
2,1,0,160,14261
7,21,35,12,872
6,15,20,22,1098
5,10,10,20,1446
2,0,0,273,17019
4,6,4,30,2507
5,6,4,7,237
6,10,10,1,122
7,15,20,4,67
9,28,56,1,22
3,1,0,36,2439
3,0,0,39,1437
8,21,35,3,50
12,31,45,0,1
13,36,55,0,2
12,30,40,0,4
14,42,70,0,4
11,25,30,0,1
10,20,20,1,1
4,3,1,7,501
8,13,11,0,11
3,3,1,48,4443
9,16,14,0,11
7,9,5,0,31
6,7,4,0,32
6,4,1,0,20
5,2,0,0,26
5,4,1,0,78
4,1,0,13,290
6,6,2,0,9
6,6,4,1,21
7,10,10,1,22
7,11,10,1,22
8,16,20,0,11
-1,0,0,0,0
9,22,35,0,11
10,24,36,0,4
9,21,35,0,8
8,15,20,2,5
9,18,21,0,9
11,27,39,0,0
10,21,24,0,4
3,2,0,5,177
5,3,1,1,92
12,55,165,0,1
4,2,0,2,145
1,1,0,0,0
0,1,0,0,0
9,16,20,0,1
10,18,21,0,0
9,13,11,0,2
8,9,5,0,3
4,0,0,8,156
7,7,4,0,1
8,3,1,0,1
7,3,1,0,8
6,3,1,0,14
6,1,0,0,3
7,6,4,1,6
5,1,0,0,19
10,29,56,1,5
11,37,84,0,0
12,39,85,0,2
11,31,57,0,1
5,0,0,0,21
8,12,8,0,7
2,2,0,0,0
7,6,2,0,6
8,6,4,0,1
6,2,0,0,4
7,4,1,0,8
8,7,4,0,1
8,5,1,0,0
7,5,1,2,3
4,3,0,1,18
4,4,1,0,15
6,3,0,0,1
6,9,5,0,2
5,8,5,1,0
5,5,1,0,0
6,5,1,0,0
1,-1,0,0,0
3,2,1,0,0
5,5,2,0,8
0,-1,0,0,0
-1,-1,0,0,0
7,2,0,0,14
-2,-1,0,0,0
-3,-1,0,0,0
1,2,1,0,0
2,2,1,0,0
5,3,0,0,0
2,-1,0,0,0
-2,0,0,0,0
-1,-2,0,0,0
1,1,1,0,0
-3,0,0,0,0
2,3,1,0,0
